root	link	raw_target	target_kind	resolves_into_opencode	target_names_opencode	dangling	resolved_rel
.devin	.devin/hooks/spec-gate-classify.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-classify.mjs	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-classify.mjs
.devin	.devin/hooks/spec-gate-enforce.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-enforce.mjs	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/spec-gate-enforce.mjs
.devin	.devin/hooks/task-dispatch-guard.cjs	../../.opencode/hooks/task-dispatch/devin/task-dispatch-guard.cjs	relative	yes	yes	no	.opencode/hooks/task-dispatch/devin/task-dispatch-guard.cjs
.devin	.devin/hooks/user-prompt-submit.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/user-prompt-submit.js	relative	yes	yes	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/user-prompt-submit.js
.devin	.devin/hooks/worktree-guard.sh	../../.opencode/bin/worktree-guard.sh	relative	yes	yes	no	.opencode/bin/worktree-guard.sh
.devin	.devin/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook	relative	yes	yes	no	.opencode/skills/cli-external-orchestration/cli-devin/manual-testing-playbook
.hermes	.hermes/agents	../.opencode/agents	relative	yes	yes	no	.opencode/agents
.hermes	.hermes/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook	relative	yes	yes	no	.opencode/skills/cli-external-orchestration/cli-hermes/manual-testing-playbook
.mcp.json	.mcp.json	.claude/mcp.json	relative	no	no	no	.claude/mcp.json
.opencode	.opencode/changelog/cli-external-orchestration/cli-claude-code	../../skills/cli-external-orchestration/cli-claude-code/changelog	relative	yes	no	no	.opencode/skills/cli-external-orchestration/cli-claude-code/changelog
.opencode	.opencode/changelog/cli-external-orchestration/cli-codex	../../skills/cli-external-orchestration/cli-codex/changelog	relative	yes	no	no	.opencode/skills/cli-external-orchestration/cli-codex/changelog
.opencode	.opencode/changelog/cli-external-orchestration/cli-opencode	../../skills/cli-external-orchestration/cli-opencode/changelog	relative	yes	no	no	.opencode/skills/cli-external-orchestration/cli-opencode/changelog
.opencode	.opencode/changelog/cli-external-orchestration/parent	../../skills/cli-external-orchestration/changelog	relative	yes	no	no	.opencode/skills/cli-external-orchestration/changelog
.opencode	.opencode/changelog/mcp-code-mode	../skills/mcp-code-mode/changelog	relative	yes	no	no	.opencode/skills/mcp-code-mode/changelog
.opencode	.opencode/changelog/mcp-tooling/mcp-aside-devtools	../../skills/mcp-tooling/mcp-aside-devtools/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-aside-devtools/changelog
.opencode	.opencode/changelog/mcp-tooling/mcp-chrome-devtools	../../skills/mcp-tooling/mcp-chrome-devtools/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-chrome-devtools/changelog
.opencode	.opencode/changelog/mcp-tooling/mcp-click-up	../../skills/mcp-tooling/mcp-click-up/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-click-up/changelog
.opencode	.opencode/changelog/mcp-tooling/mcp-figma	../../skills/mcp-tooling/mcp-figma/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-figma/changelog
.opencode	.opencode/changelog/mcp-tooling/mcp-magicpath	../../skills/mcp-tooling/mcp-magicpath/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-magicpath/changelog
.opencode	.opencode/changelog/mcp-tooling/mcp-mobbin	../../skills/mcp-tooling/mcp-mobbin/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-mobbin/changelog
.opencode	.opencode/changelog/mcp-tooling/mcp-notion	../../skills/mcp-tooling/mcp-notion/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-notion/changelog
.opencode	.opencode/changelog/mcp-tooling/mcp-obsidian	../../skills/mcp-tooling/mcp-obsidian/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-obsidian/changelog
.opencode	.opencode/changelog/mcp-tooling/mcp-refero	../../skills/mcp-tooling/mcp-refero/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/mcp-refero/changelog
.opencode	.opencode/changelog/mcp-tooling/parent	../../skills/mcp-tooling/changelog	relative	yes	no	no	.opencode/skills/mcp-tooling/changelog
.opencode	.opencode/changelog/sk-code/code-mobile-cli	../../skills/sk-code/sk-code-mobile-cli/changelog	relative	yes	no	no	.opencode/skills/sk-code/sk-code-mobile-cli/changelog
.opencode	.opencode/changelog/sk-code/code-obsidian	../../skills/sk-code/sk-code-obsidian/changelog	relative	yes	no	no	.opencode/skills/sk-code/sk-code-obsidian/changelog
.opencode	.opencode/changelog/sk-code/code-opencode	../../skills/sk-code/sk-code-opencode/changelog	relative	yes	no	no	.opencode/skills/sk-code/sk-code-opencode/changelog
.opencode	.opencode/changelog/sk-code/code-quality	../../skills/sk-code/sk-code-quality/changelog	relative	yes	no	no	.opencode/skills/sk-code/sk-code-quality/changelog
.opencode	.opencode/changelog/sk-code/code-review	../../skills/sk-code/sk-code-review/changelog	relative	yes	no	no	.opencode/skills/sk-code/sk-code-review/changelog
.opencode	.opencode/changelog/sk-code/code-webflow	../../skills/sk-code/sk-code-webflow/changelog	relative	yes	no	no	.opencode/skills/sk-code/sk-code-webflow/changelog
.opencode	.opencode/changelog/sk-code/parent	../../skills/sk-code/changelog	relative	yes	no	no	.opencode/skills/sk-code/changelog
.opencode	.opencode/changelog/sk-communication	../skills/sk-communication/changelog	relative	yes	no	no	.opencode/skills/sk-communication/changelog
.opencode	.opencode/changelog/sk-design	../skills/sk-design/changelog	relative	yes	no	no	.opencode/skills/sk-design/changelog
.opencode	.opencode/changelog/sk-design-md-generator	../skills/sk-design-md-generator/changelog	relative	yes	no	yes	.opencode/skills/sk-design-md-generator/changelog
.opencode	.opencode/changelog/sk-doc/create-agent	../../skills/sk-doc/sk-create-agent/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-agent/changelog
.opencode	.opencode/changelog/sk-doc/create-benchmark	../../skills/sk-doc/sk-create-benchmark/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-benchmark/changelog
.opencode	.opencode/changelog/sk-doc/create-changelog	../../skills/sk-doc/sk-create-changelog/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-changelog/changelog
.opencode	.opencode/changelog/sk-doc/create-command	../../skills/sk-doc/sk-create-command/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-command/changelog
.opencode	.opencode/changelog/sk-doc/create-diagram	../../skills/sk-doc/sk-create-diagram/changelog	relative	yes	no	yes	.opencode/skills/sk-doc/sk-create-diagram/changelog
.opencode	.opencode/changelog/sk-doc/create-diff	../../skills/sk-doc/sk-create-diff/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-diff/changelog
.opencode	.opencode/changelog/sk-doc/create-feature-catalog	../../skills/sk-doc/sk-create-feature-catalog/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-feature-catalog/changelog
.opencode	.opencode/changelog/sk-doc/create-manual-testing-playbook	../../skills/sk-doc/sk-create-manual-testing-playbook/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-manual-testing-playbook/changelog
.opencode	.opencode/changelog/sk-doc/create-quality-control	../../skills/sk-doc/sk-create-quality-control/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-quality-control/changelog
.opencode	.opencode/changelog/sk-doc/create-readme	../../skills/sk-doc/sk-create-readme/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-readme/changelog
.opencode	.opencode/changelog/sk-doc/create-repo-rule	../../skills/sk-doc/sk-create-repo-rule/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-repo-rule/changelog
.opencode	.opencode/changelog/sk-doc/create-skill	../../skills/sk-doc/sk-create-skill/changelog	relative	yes	no	no	.opencode/skills/sk-doc/sk-create-skill/changelog
.opencode	.opencode/changelog/sk-doc/parent	../../skills/sk-doc/changelog	relative	yes	no	no	.opencode/skills/sk-doc/changelog
.opencode	.opencode/changelog/sk-git	../skills/sk-git/changelog	relative	yes	no	no	.opencode/skills/sk-git/changelog
.opencode	.opencode/changelog/sk-prompt	../skills/sk-prompt/changelog	relative	yes	no	no	.opencode/skills/sk-prompt/changelog
.opencode	.opencode/changelog/sk-vision	../skills/sk-vision/changelog	relative	yes	no	no	.opencode/skills/sk-vision/changelog
.opencode	.opencode/changelog/system-deep-loop/deep-ai-council	../../skills/system-deep-loop/deep-ai-council/changelog	relative	yes	no	no	.opencode/skills/system-deep-loop/deep-ai-council/changelog
.opencode	.opencode/changelog/system-deep-loop/deep-improvement	../../skills/system-deep-loop/deep-improvement/changelog	relative	yes	no	no	.opencode/skills/system-deep-loop/deep-improvement/changelog
.opencode	.opencode/changelog/system-deep-loop/deep-research	../../skills/system-deep-loop/deep-research/changelog	relative	yes	no	no	.opencode/skills/system-deep-loop/deep-research/changelog
.opencode	.opencode/changelog/system-deep-loop/deep-review	../../skills/system-deep-loop/deep-review/changelog	relative	yes	no	no	.opencode/skills/system-deep-loop/deep-review/changelog
.opencode	.opencode/changelog/system-deep-loop/parent	../../skills/system-deep-loop/changelog	relative	yes	no	no	.opencode/skills/system-deep-loop/changelog
.opencode	.opencode/changelog/system-deep-loop/runtime	../../skills/system-deep-loop/runtime/changelog	relative	yes	no	no	.opencode/skills/system-deep-loop/runtime/changelog
.opencode	.opencode/changelog/system-skill-advisor	../skills/system-skill-advisor/changelog	relative	yes	no	no	.opencode/skills/system-skill-advisor/changelog
.opencode	.opencode/changelog/system-spec-kit	../skills/system-spec-kit/changelog	relative	yes	no	no	.opencode/skills/system-spec-kit/changelog
.opencode	.opencode/hooks/codex-watchdog/opencode/codex-hooks-watchdog.js	../../../plugins/codex-hooks-watchdog.js	relative	yes	no	no	.opencode/plugins/codex-hooks-watchdog.js
.opencode	.opencode/hooks/completion/claude/completion-evidence-stop.cjs	../../../skills/system-spec-kit/runtime/hooks/claude/completion-evidence-stop.cjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/claude/completion-evidence-stop.cjs
.opencode	.opencode/hooks/completion/codex/completion-evidence-stop.cjs	../../../skills/system-spec-kit/runtime/hooks/codex/completion-evidence-stop.cjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/codex/completion-evidence-stop.cjs
.opencode	.opencode/hooks/completion/cursor/completion-evidence-response.mjs	../../../skills/system-spec-kit/runtime/hooks/cursor/completion-evidence-response.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/completion-evidence-response.mjs
.opencode	.opencode/hooks/completion/devin/completion-evidence-stop.cjs	../../../skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs
.opencode	.opencode/hooks/completion/opencode/system-completion-sentinel.js	../../../plugins/system-completion-sentinel.js	relative	yes	no	no	.opencode/plugins/system-completion-sentinel.js
.opencode	.opencode/hooks/completion/opencode/system-speckit-completion.js	../../../plugins/system-speckit-completion.js	relative	yes	no	no	.opencode/plugins/system-speckit-completion.js
.opencode	.opencode/hooks/completion/pi/completion-evidence.ts	../../../skills/system-spec-kit/runtime/hooks/pi/completion-evidence.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/completion-evidence.ts
.opencode	.opencode/hooks/directive-lifecycle/claude/directive-lifecycle-boundary.ts	../../../skills/system-skill-advisor/hooks/claude/directive-lifecycle-boundary.ts	relative	yes	no	no	.opencode/skills/system-skill-advisor/hooks/claude/directive-lifecycle-boundary.ts
.opencode	.opencode/hooks/directive-lifecycle/claude/speckit-directive-lifecycle-boundary.ts	../../../skills/system-spec-kit/runtime/hooks/claude/directive-lifecycle-boundary.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/claude/directive-lifecycle-boundary.ts
.opencode	.opencode/hooks/dispatch/cursor/post-tool-use.mjs	../../../skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs
.opencode	.opencode/hooks/dispatch/opencode/cli-dispatch-audit.js	../../../plugins/cli-dispatch-audit.js	relative	yes	no	no	.opencode/plugins/cli-dispatch-audit.js
.opencode	.opencode/hooks/dist-freshness/claude/check-dist-staleness.sh	../../../skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	no	.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh
.opencode	.opencode/hooks/dist-freshness/codex/check-dist-staleness.sh	../../../skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	no	.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh
.opencode	.opencode/hooks/dist-freshness/cursor/check-dist-staleness.sh	../../../skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	no	.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh
.opencode	.opencode/hooks/dist-freshness/devin/check-dist-staleness.sh	../../../skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	relative	yes	no	no	.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh
.opencode	.opencode/hooks/dist-freshness/opencode/system-dist-freshness-guard.js	../../../plugins/system-dist-freshness-guard.js	relative	yes	no	no	.opencode/plugins/system-dist-freshness-guard.js
.opencode	.opencode/hooks/git-hooks-check/claude/check-git-hooks.sh	../../../bin/check-git-hooks.sh	relative	yes	no	no	.opencode/bin/check-git-hooks.sh
.opencode	.opencode/hooks/git-hooks-check/codex/check-git-hooks.sh	../../../bin/check-git-hooks.sh	relative	yes	no	no	.opencode/bin/check-git-hooks.sh
.opencode	.opencode/hooks/git-hooks-check/cursor/check-git-hooks.sh	../../../bin/check-git-hooks.sh	relative	yes	no	no	.opencode/bin/check-git-hooks.sh
.opencode	.opencode/hooks/git-hooks-check/devin/check-git-hooks.sh	../../../bin/check-git-hooks.sh	relative	yes	no	no	.opencode/bin/check-git-hooks.sh
.opencode	.opencode/hooks/git-preflight/README.md	../../skills/sk-git/scripts/hooks/README.md	relative	yes	no	no	.opencode/skills/sk-git/scripts/hooks/README.md
.opencode	.opencode/hooks/git-preflight/opencode/sk-git-preflight-advisory.js	../../../plugins/sk-git-preflight-advisory.js	relative	yes	no	no	.opencode/plugins/sk-git-preflight-advisory.js
.opencode	.opencode/hooks/git-preflight/pi/git-preflight-advisory.ts	../../../skills/sk-git/scripts/hooks/pi/git-preflight-advisory.ts	relative	yes	no	no	.opencode/skills/sk-git/scripts/hooks/pi/git-preflight-advisory.ts
.opencode	.opencode/hooks/git-preflight/shared/git-preflight-advisory.mjs	../../../skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	relative	yes	no	no	.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs
.opencode	.opencode/hooks/git-primary-reconcile/claude/git-primary-reconcile.sh	../../../bin/git-primary-reconcile.sh	relative	yes	no	no	.opencode/bin/git-primary-reconcile.sh
.opencode	.opencode/hooks/git-primary-reconcile/codex/git-primary-reconcile.sh	../../../bin/git-primary-reconcile.sh	relative	yes	no	no	.opencode/bin/git-primary-reconcile.sh
.opencode	.opencode/hooks/git-primary-reconcile/pi/git-primary-reconcile.sh	../../../bin/git-primary-reconcile.sh	relative	yes	no	no	.opencode/bin/git-primary-reconcile.sh
.opencode	.opencode/hooks/git-worktree-guard/claude/worktree-guard.sh	../../../bin/worktree-guard.sh	relative	yes	no	no	.opencode/bin/worktree-guard.sh
.opencode	.opencode/hooks/git-worktree-guard/codex/worktree-guard.sh	../../../bin/worktree-guard.sh	relative	yes	no	no	.opencode/bin/worktree-guard.sh
.opencode	.opencode/hooks/git-worktree-guard/cursor/worktree-guard.sh	../../../bin/worktree-guard.sh	relative	yes	no	no	.opencode/bin/worktree-guard.sh
.opencode	.opencode/hooks/git-worktree-guard/devin/worktree-guard.sh	../../../bin/worktree-guard.sh	relative	yes	no	no	.opencode/bin/worktree-guard.sh
.opencode	.opencode/hooks/goal/opencode/opencode-goal.js	../../../plugins/opencode-goal.js	relative	yes	no	no	.opencode/plugins/opencode-goal.js
.opencode	.opencode/hooks/hook-install/claude/install-codex-hooks.mjs	../../../bin/install-codex-hooks.mjs	relative	yes	no	no	.opencode/bin/install-codex-hooks.mjs
.opencode	.opencode/hooks/hook-install/cursor/install-codex-hooks.mjs	../../../bin/install-codex-hooks.mjs	relative	yes	no	no	.opencode/bin/install-codex-hooks.mjs
.opencode	.opencode/hooks/hook-install/devin/install-codex-hooks.mjs	../../../bin/install-codex-hooks.mjs	relative	yes	no	no	.opencode/bin/install-codex-hooks.mjs
.opencode	.opencode/hooks/mcp-route-guard/opencode/mcp-route-guard.js	../../../plugins/mcp-route-guard.js	relative	yes	no	no	.opencode/plugins/mcp-route-guard.js
.opencode	.opencode/hooks/permission-policy/devin/permission-request-policy.mjs	../../../skills/system-spec-kit/runtime/hooks/devin/permission-request-policy.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/permission-request-policy.mjs
.opencode	.opencode/hooks/post-edit-quality/cursor/post-tool-use.mjs	../../../skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs
.opencode	.opencode/hooks/post-edit-quality/opencode/sk-code-post-edit-quality.js	../../../plugins/sk-code-post-edit-quality.js	relative	yes	no	no	.opencode/plugins/sk-code-post-edit-quality.js
.opencode	.opencode/hooks/session-cleanup/claude/session-cleanup.sh	../../../scripts/session-cleanup.sh	relative	yes	no	no	.opencode/scripts/session-cleanup.sh
.opencode	.opencode/hooks/session-cleanup/codex/session-cleanup.sh	../../../scripts/session-cleanup.sh	relative	yes	no	no	.opencode/scripts/session-cleanup.sh
.opencode	.opencode/hooks/session-cleanup/cursor/session-cleanup.sh	../../../scripts/session-cleanup.sh	relative	yes	no	no	.opencode/scripts/session-cleanup.sh
.opencode	.opencode/hooks/session-cleanup/devin/session-cleanup.sh	../../../scripts/session-cleanup.sh	relative	yes	no	no	.opencode/scripts/session-cleanup.sh
.opencode	.opencode/hooks/session-cleanup/opencode/session-cleanup.js	../../../plugins/session-cleanup.js	relative	yes	no	no	.opencode/plugins/session-cleanup.js
.opencode	.opencode/hooks/session-lifecycle/claude/compact-inject.js	../../../skills/system-spec-kit/runtime/dist/hooks/claude/compact-inject.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/compact-inject.js
.opencode	.opencode/hooks/session-lifecycle/claude/compact-inject.ts	../../../skills/system-spec-kit/runtime/hooks/claude/compact-inject.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/claude/compact-inject.ts
.opencode	.opencode/hooks/session-lifecycle/claude/session-prime.js	../../../skills/system-spec-kit/runtime/dist/hooks/claude/session-prime.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/session-prime.js
.opencode	.opencode/hooks/session-lifecycle/claude/session-prime.ts	../../../skills/system-spec-kit/runtime/hooks/claude/session-prime.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/claude/session-prime.ts
.opencode	.opencode/hooks/session-lifecycle/claude/session-stop.js	../../../skills/system-spec-kit/runtime/dist/hooks/claude/session-stop.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/session-stop.js
.opencode	.opencode/hooks/session-lifecycle/claude/session-stop.ts	../../../skills/system-spec-kit/runtime/hooks/claude/session-stop.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/claude/session-stop.ts
.opencode	.opencode/hooks/session-lifecycle/codex/compact-inject.js	../../../skills/system-spec-kit/runtime/dist/hooks/codex/compact-inject.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/compact-inject.js
.opencode	.opencode/hooks/session-lifecycle/codex/compact-inject.ts	../../../skills/system-spec-kit/runtime/hooks/codex/compact-inject.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/codex/compact-inject.ts
.opencode	.opencode/hooks/session-lifecycle/codex/session-start.js	../../../skills/system-spec-kit/runtime/dist/hooks/codex/session-start.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/session-start.js
.opencode	.opencode/hooks/session-lifecycle/codex/session-start.ts	../../../skills/system-spec-kit/runtime/hooks/codex/session-start.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/codex/session-start.ts
.opencode	.opencode/hooks/session-lifecycle/codex/session-stop.js	../../../skills/system-spec-kit/runtime/dist/hooks/codex/session-stop.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/session-stop.js
.opencode	.opencode/hooks/session-lifecycle/codex/session-stop.ts	../../../skills/system-spec-kit/runtime/hooks/codex/session-stop.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/codex/session-stop.ts
.opencode	.opencode/hooks/session-lifecycle/cursor/precompact.js	../../../skills/system-spec-kit/runtime/dist/hooks/cursor/precompact.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/precompact.js
.opencode	.opencode/hooks/session-lifecycle/cursor/precompact.ts	../../../skills/system-spec-kit/runtime/hooks/cursor/precompact.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/precompact.ts
.opencode	.opencode/hooks/session-lifecycle/cursor/session-end.js	../../../skills/system-spec-kit/runtime/dist/hooks/cursor/session-end.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-end.js
.opencode	.opencode/hooks/session-lifecycle/cursor/session-end.ts	../../../skills/system-spec-kit/runtime/hooks/cursor/session-end.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/session-end.ts
.opencode	.opencode/hooks/session-lifecycle/cursor/session-start.js	../../../skills/system-spec-kit/runtime/dist/hooks/cursor/session-start.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-start.js
.opencode	.opencode/hooks/session-lifecycle/cursor/session-start.ts	../../../skills/system-spec-kit/runtime/hooks/cursor/session-start.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/session-start.ts
.opencode	.opencode/hooks/session-lifecycle/devin/post-compaction.cjs	../../../skills/system-spec-kit/runtime/hooks/devin/post-compaction.cjs	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/post-compaction.cjs
.opencode	.opencode/hooks/session-lifecycle/devin/session-start.js	../../../skills/system-spec-kit/runtime/dist/hooks/devin/session-start.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/session-start.js
.opencode	.opencode/hooks/session-lifecycle/devin/session-start.ts	../../../skills/system-spec-kit/runtime/hooks/devin/session-start.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/session-start.ts
.opencode	.opencode/hooks/session-lifecycle/devin/session-stop.js	../../../skills/system-spec-kit/runtime/dist/hooks/devin/session-stop.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/session-stop.js
.opencode	.opencode/hooks/session-lifecycle/devin/session-stop.ts	../../../skills/system-spec-kit/runtime/hooks/devin/session-stop.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/session-stop.ts
.opencode	.opencode/hooks/session-lifecycle/pi/session-compact-context.ts	../../../skills/system-spec-kit/runtime/hooks/pi/session-compact-context.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-compact-context.ts
.opencode	.opencode/hooks/session-lifecycle/pi/session-start-advisories.ts	../../../skills/system-spec-kit/runtime/hooks/pi/session-start-advisories.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-advisories.ts
.opencode	.opencode/hooks/session-lifecycle/pi/session-start-context.ts	../../../skills/system-spec-kit/runtime/hooks/pi/session-start-context.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-start-context.ts
.opencode	.opencode/hooks/session-lifecycle/pi/session-stop-context.ts	../../../skills/system-spec-kit/runtime/hooks/pi/session-stop-context.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/pi/session-stop-context.ts
.opencode	.opencode/hooks/sk-vision/devin/sk-vision.mjs	../../../skills/sk-vision/hooks/devin/sk-vision.mjs	relative	yes	no	no	.opencode/skills/sk-vision/hooks/devin/sk-vision.mjs
.opencode	.opencode/hooks/sk-vision/opencode/sk-vision.ts	../../../skills/sk-vision/hooks/opencode/sk-vision.ts	relative	yes	no	no	.opencode/skills/sk-vision/hooks/opencode/sk-vision.ts
.opencode	.opencode/hooks/sk-vision/pi/sk-vision.ts	../../../skills/sk-vision/hooks/pi/sk-vision.ts	relative	yes	no	no	.opencode/skills/sk-vision/hooks/pi/sk-vision.ts
.opencode	.opencode/hooks/skill-advisor/README.md	../../skills/system-skill-advisor/hooks/skill-advisor-hook.md	relative	yes	no	no	.opencode/skills/system-skill-advisor/hooks/skill-advisor-hook.md
.opencode	.opencode/hooks/skill-advisor/claude/speckit-user-prompt-submit.ts	../../../skills/system-spec-kit/runtime/hooks/claude/user-prompt-submit.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/claude/user-prompt-submit.ts
.opencode	.opencode/hooks/skill-advisor/claude/user-prompt-submit.js	../../../skills/system-spec-kit/runtime/dist/hooks/claude/user-prompt-submit.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/claude/user-prompt-submit.js
.opencode	.opencode/hooks/skill-advisor/claude/user-prompt-submit.ts	../../../skills/system-skill-advisor/hooks/claude/user-prompt-submit.ts	relative	yes	no	no	.opencode/skills/system-skill-advisor/hooks/claude/user-prompt-submit.ts
.opencode	.opencode/hooks/skill-advisor/codex/user-prompt-submit.js	../../../skills/system-spec-kit/runtime/dist/hooks/codex/user-prompt-submit.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/user-prompt-submit.js
.opencode	.opencode/hooks/skill-advisor/codex/user-prompt-submit.ts	../../../skills/system-spec-kit/runtime/hooks/codex/user-prompt-submit.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/codex/user-prompt-submit.ts
.opencode	.opencode/hooks/skill-advisor/cursor/user-prompt-submit.js	../../../skills/system-spec-kit/runtime/dist/hooks/cursor/user-prompt-submit.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/user-prompt-submit.js
.opencode	.opencode/hooks/skill-advisor/cursor/user-prompt-submit.ts	../../../skills/system-spec-kit/runtime/hooks/cursor/user-prompt-submit.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/cursor/user-prompt-submit.ts
.opencode	.opencode/hooks/skill-advisor/devin/user-prompt-submit.js	../../../skills/system-spec-kit/runtime/dist/hooks/devin/user-prompt-submit.js	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/dist/hooks/devin/user-prompt-submit.js
.opencode	.opencode/hooks/skill-advisor/devin/user-prompt-submit.ts	../../../skills/system-spec-kit/runtime/hooks/devin/user-prompt-submit.ts	relative	yes	no	no	.opencode/skills/system-spec-kit/runtime/hooks/devin/user-prompt-submit.ts
