Employee ID,Department,Level,Location,Hire Date,Hire Month,Exit Date,Exit Month,Exit Type,Status,Exited Num,Tenure Months,Gender,Age Band,Salary USD,Performance,Engagement,Work Mode
E-0218,Sales,M2,Bengaluru,2023-02-19,2023-02,,,,Active,0,40,Female,40-49,224955,3,7.3,Remote
E-0219,Marketing,IC1,Austin,2021-12-04,2021-12,,,,Active,0,55,Male,20-29,67340,3,7.4,Remote
E-0220,Engineering,M2,Singapore,2019-01-17,2019-01,,,,Active,0,89,Female,40-49,190915,3,7.6,Remote
E-0221,People,IC3,Dublin,2022-10-06,2022-10,,,,Active,0,45,Non-binary,30-39,114053,3,7,Onsite
E-0222,Marketing,IC1,Remote,2024-12-21,2024-12,,,,Active,0,18,Non-binary,20-29,66085,4,7.2,Hybrid
E-0223,Sales,M1,Bengaluru,2026-06-04,2026-06,,,,Active,0,1,Female,20-29,131712,2,7.4,Onsite
E-0224,Sales,M2,Singapore,2023-01-18,2023-01,,,,Active,0,41,Non-binary,50+,167815,4,8,Onsite
E-0225,Sales,IC1,Remote,2025-08-28,2025-08,,,,Active,0,10,Male,30-39,66082,3,8,Onsite
E-0226,Marketing,M2,Dublin,2025-12-13,2025-12,,,,Active,0,7,Male,40-49,201660,3,8,Hybrid
E-0227,Finance,M2,Singapore,2025-10-03,2025-10,2025-10-04,2025-10,Voluntary,Exited,1,0,Female,30-39,194263,4,6.3,Remote
E-0228,Support,IC3,Dublin,2022-07-28,2022-07,,,,Active,0,47,Non-binary,30-39,95020,3,8.1,Hybrid
E-0229,Sales,IC4,Remote,2022-05-12,2022-05,,,,Active,0,50,Male,30-39,125393,4,8.2,Remote
E-0230,Support,IC3,Singapore,2025-10-15,2025-10,,,,Active,0,8,Non-binary,40-49,111823,3,7.3,Hybrid
E-0231,Engineering,M2,Remote,2020-11-14,2020-11,,,,Active,0,67,Female,40-49,224337,2,7.4,Onsite
E-0232,Sales,M1,Bengaluru,2022-09-02,2022-09,2026-04-14,2026-04,Voluntary,Exited,1,43,Male,20-29,157544,3,5.9,Hybrid
E-0233,Engineering,IC1,Remote,2023-03-06,2023-03,,,,Active,0,40,Female,20-29,53291,3,7.6,Remote
E-0234,Sales,IC2,Dublin,2019-02-27,2019-02,,,,Active,0,88,Male,50+,88352,3,7.9,Onsite
E-0235,Sales,IC4,Remote,2021-03-07,2021-03,,,,Active,0,64,Female,50+,136996,3,7.8,Hybrid
E-0236,Engineering,IC2,Bengaluru,2025-12-26,2025-12,,,,Active,0,6,Female,20-29,69704,3,7,Onsite
E-0237,Engineering,IC3,Bengaluru,2023-11-01,2023-11,,,,Active,0,32,Non-binary,50+,123433,3,8.1,Onsite
E-0238,People,M1,Dublin,2021-12-28,2021-12,,,,Active,0,54,Non-binary,40-49,167452,2,7.1,Onsite
E-0239,Sales,M2,Bengaluru,2024-10-20,2024-10,2026-06-07,2026-06,Voluntary,Exited,1,20,Female,50+,189677,3,6.2,Hybrid
E-0240,Finance,IC2,Remote,2025-05-18,2025-05,,,,Active,0,13,Male,30-39,82600,3,7.6,Hybrid
E-0241,Support,IC3,Bengaluru,2022-04-09,2022-04,,,,Active,0,51,Male,30-39,103403,3,7.5,Remote
E-0242,Engineering,M2,Remote,2023-10-09,2023-10,,,,Active,0,33,Female,30-39,169187,3,6.9,Hybrid
E-0243,Engineering,M1,Dublin,2023-06-17,2023-06,,,,Active,0,36,Female,30-39,150185,4,7.8,Onsite
E-0244,Marketing,IC4,Austin,2022-09-13,2022-09,,,,Active,0,46,Female,50+,149448,3,7.3,Hybrid
E-0245,Engineering,IC5,Remote,2022-12-24,2022-12,2026-03-26,2026-03,Voluntary,Exited,1,39,Non-binary,20-29,204779,3,5.9,Hybrid
E-0246,Marketing,IC5,Singapore,2025-02-24,2025-02,2025-11-23,2025-11,Voluntary,Exited,1,9,Male,40-49,208068,3,6.3,Remote
E-0247,Engineering,M2,Bengaluru,2021-03-01,2021-03,,,,Active,0,64,Male,30-39,227918,3,7.7,Hybrid
E-0248,Engineering,IC5,Dublin,2020-09-26,2020-09,,,,Active,0,69,Female,40-49,196733,4,7.8,Onsite
E-0249,Support,IC4,Austin,2022-10-24,2022-10,2025-09-22,2025-09,Involuntary,Exited,1,35,Male,50+,145588,2,5.3,Remote
E-0250,Sales,IC2,Remote,2026-01-15,2026-01,,,,Active,0,5,Non-binary,50+,69295,3,7.9,Remote
E-0251,Engineering,IC1,Bengaluru,2024-04-09,2024-04,,,,Active,0,27,Female,30-39,68171,3,7.3,Hybrid
E-0252,Engineering,IC5,Bengaluru,2022-02-04,2022-02,,,,Active,0,53,Female,20-29,172246,3,7.8,Remote
E-0253,Support,IC3,Austin,2023-06-16,2023-06,,,,Active,0,36,Female,20-29,100990,2,7.5,Hybrid
E-0254,Sales,M1,Bengaluru,2020-07-13,2020-07,,,,Active,0,72,Non-binary,40-49,159764,3,7.9,Onsite
E-0255,Sales,IC2,Dublin,2022-03-05,2022-03,,,,Active,0,52,Male,40-49,68835,3,7.2,Remote
E-0256,People,IC5,Austin,2025-06-15,2025-06,,,,Active,0,12,Non-binary,40-49,177267,4,8,Remote
E-0257,People,IC5,Dublin,2023-09-09,2023-09,,,,Active,0,34,Non-binary,30-39,163541,2,6.8,Hybrid
E-0258,People,IC4,Remote,2022-03-08,2022-03,,,,Active,0,52,Female,40-49,138628,3,8.3,Hybrid
E-0259,People,IC3,Bengaluru,2023-09-16,2023-09,,,,Active,0,33,Non-binary,30-39,118033,3,7.7,Hybrid
E-0260,Sales,IC3,Austin,2023-11-20,2023-11,,,,Active,0,31,Non-binary,20-29,96527,4,8.6,Remote
E-0261,Finance,IC5,Singapore,2021-06-11,2021-06,,,,Active,0,61,Male,20-29,191316,3,7.6,Hybrid
E-0262,Finance,IC1,Austin,2021-07-06,2021-07,,,,Active,0,60,Non-binary,50+,55885,2,7.1,Remote
E-0263,Engineering,IC5,Singapore,2021-04-05,2021-04,,,,Active,0,63,Male,30-39,153928,3,7.9,Hybrid
E-0264,Engineering,IC3,Austin,2025-06-09,2025-06,,,,Active,0,13,Non-binary,40-49,112075,3,8.3,Onsite
E-0265,Engineering,M1,Dublin,2023-08-18,2023-08,,,,Active,0,34,Female,20-29,165944,2,7.6,Onsite
E-0266,Finance,IC1,Singapore,2025-11-12,2025-11,,,,Active,0,8,Female,20-29,63606,3,8.1,Hybrid
E-0267,Support,IC2,Austin,2024-11-26,2024-11,,,,Active,0,19,Male,20-29,86931,3,7.6,Onsite
E-0268,Support,M1,Bengaluru,2025-04-21,2025-04,2025-05-05,2025-05,Involuntary,Exited,1,0,Male,40-49,172756,3,5.9,Onsite
E-0269,People,IC4,Remote,2019-07-08,2019-07,2026-02-03,2026-02,Voluntary,Exited,1,79,Male,30-39,154253,3,6.1,Hybrid
E-0270,Finance,IC5,Dublin,2023-11-22,2023-11,2025-04-21,2025-04,Involuntary,Exited,1,17,Male,30-39,179324,2,5.4,Onsite
E-0271,Marketing,IC4,Dublin,2025-12-18,2025-12,,,,Active,0,6,Non-binary,20-29,143063,3,8.5,Hybrid
E-0272,Engineering,M2,Austin,2025-10-19,2025-10,,,,Active,0,8,Male,50+,191994,3,7.6,Onsite
E-0273,Engineering,IC3,Singapore,2019-01-19,2019-01,,,,Active,0,89,Non-binary,50+,105610,3,8.1,Hybrid
E-0274,Finance,IC2,Singapore,2021-05-03,2021-05,,,,Active,0,62,Non-binary,50+,81863,3,7.8,Onsite
E-0275,Support,M1,Bengaluru,2021-06-24,2021-06,,,,Active,0,60,Non-binary,30-39,141477,3,8.4,Hybrid
E-0276,Finance,IC5,Bengaluru,2025-09-03,2025-09,,,,Active,0,10,Female,20-29,163476,2,6.7,Onsite
E-0277,Sales,IC2,Dublin,2026-11-26,2026-11,,,,Active,0,0,Female,20-29,88310,4,8.3,Remote
E-0278,Engineering,IC4,Singapore,2022-04-27,2022-04,,,,Active,0,50,Female,30-39,130242,3,8.2,Onsite
E-0279,Support,IC2,Remote,2023-09-01,2023-09,,,,Active,0,34,Female,30-39,69936,3,8.1,Hybrid
E-0280,Sales,IC2,Bengaluru,2019-11-07,2019-11,,,,Active,0,80,Non-binary,40-49,86837,3,7.5,Onsite
E-0281,People,M1,Austin,2026-07-06,2026-07,,,,Active,0,0,Non-binary,30-39,160982,4,7.4,Remote
E-0282,Support,M2,Austin,2026-07-03,2026-07,,,,Active,0,0,Female,30-39,169831,2,7.1,Hybrid
E-0283,Support,IC3,Singapore,2022-06-26,2022-06,,,,Active,0,48,Male,50+,91846,3,7.5,Onsite
E-0284,Finance,IC1,Remote,2022-01-12,2022-01,2026-06-27,2026-06,Voluntary,Exited,1,53,Male,30-39,59946,2,5.3,Hybrid
E-0285,Marketing,IC5,Dublin,2019-06-27,2019-06,,,,Active,0,84,Non-binary,50+,196476,3,7.6,Hybrid
E-0286,Engineering,M2,Austin,2019-07-17,2019-07,,,,Active,0,83,Non-binary,20-29,202321,4,7.4,Hybrid
E-0287,Engineering,IC1,Austin,2024-02-15,2024-02,,,,Active,0,28,Male,40-49,57934,2,7.7,Onsite
E-0288,Support,IC5,Bengaluru,2024-11-19,2024-11,2025-12-30,2025-12,Voluntary,Exited,1,13,Non-binary,30-39,151875,3,5.5,Hybrid
E-0289,Engineering,IC2,Bengaluru,2023-05-25,2023-05,,,,Active,0,37,Female,40-49,85929,3,7.5,Onsite
E-0290,People,IC3,Singapore,2022-03-27,2022-03,,,,Active,0,51,Male,50+,121218,4,8.1,Remote
E-0291,Support,M1,Dublin,2024-12-16,2024-12,,,,Active,0,18,Female,40-49,143210,3,7.5,Onsite
E-0292,Sales,M1,Remote,2024-04-25,2024-04,,,,Active,0,26,Male,40-49,156022,3,6.7,Remote
E-0293,Engineering,IC2,Dublin,2025-11-11,2025-11,,,,Active,0,8,Non-binary,30-39,68503,3,7.3,Hybrid
E-0294,Support,M1,Austin,2021-04-13,2021-04,,,,Active,0,63,Non-binary,50+,167822,4,8,Remote
E-0295,Sales,IC5,Singapore,2021-01-19,2021-01,,,,Active,0,65,Female,50+,207213,3,8.2,Remote
E-0296,Engineering,IC1,Remote,2024-03-04,2024-03,,,,Active,0,28,Non-binary,20-29,61617,3,8.4,Onsite
E-0297,People,M1,Dublin,2020-01-17,2020-01,,,,Active,0,77,Female,50+,140542,3,7.2,Hybrid
E-0298,Sales,M2,Remote,2024-05-28,2024-05,2025-07-30,2025-07,Involuntary,Exited,1,14,Non-binary,50+,187019,4,6.4,Hybrid
E-0299,Sales,IC3,Dublin,2025-10-12,2025-10,,,,Active,0,9,Female,20-29,106682,2,7.7,Remote
E-0300,Support,IC3,Dublin,2022-07-20,2022-07,2025-11-11,2025-11,Voluntary,Exited,1,40,Male,20-29,97767,3,6.4,Onsite
E-0301,Sales,M2,Singapore,2019-09-17,2019-09,,,,Active,0,81,Non-binary,20-29,169452,3,7.5,Onsite
E-0302,Engineering,M2,Singapore,2020-06-06,2020-06,,,,Active,0,73,Non-binary,20-29,184497,3,7.5,Remote
E-0303,Sales,IC1,Austin,2021-11-18,2021-11,,,,Active,0,55,Male,40-49,62375,3,7.7,Hybrid
E-0304,Marketing,IC1,Singapore,2022-03-22,2022-03,2025-05-04,2025-05,Voluntary,Exited,1,37,Female,40-49,56587,3,5.6,Onsite
E-0305,Sales,IC3,Remote,2022-01-25,2022-01,2025-09-18,2025-09,Involuntary,Exited,1,44,Male,30-39,117016,3,6.4,Onsite
E-0306,Support,M1,Singapore,2022-06-04,2022-06,,,,Active,0,49,Female,20-29,156546,3,7.6,Hybrid
E-0307,Engineering,IC5,Singapore,2026-09-19,2026-09,,,,Active,0,0,Non-binary,50+,155667,3,7.7,Onsite
E-0308,Sales,IC5,Austin,2022-12-25,2022-12,2025-04-23,2025-04,Involuntary,Exited,1,28,Male,40-49,209583,3,6.1,Remote
E-0309,Engineering,IC4,Dublin,2021-03-28,2021-03,,,,Active,0,63,Non-binary,30-39,142595,3,6.6,Remote
E-0310,Engineering,M1,Singapore,2021-11-10,2021-11,2025-07-03,2025-07,Voluntary,Exited,1,44,Non-binary,40-49,139811,3,6.4,Onsite
E-0311,Marketing,IC5,Dublin,2024-12-10,2024-12,2026-06-24,2026-06,Involuntary,Exited,1,18,Male,50+,198055,3,5.8,Remote
E-0312,Engineering,M2,Bengaluru,2023-04-11,2023-04,,,,Active,0,39,Male,20-29,176921,3,7.8,Remote
E-0313,Engineering,IC1,Remote,2024-01-06,2024-01,,,,Active,0,30,Male,50+,61835,3,7.2,Onsite
E-0314,Finance,IC5,Singapore,2026-05-07,2026-05,,,,Active,0,2,Female,50+,185808,3,7.1,Onsite
E-0315,Engineering,IC5,Austin,2021-03-07,2021-03,,,,Active,0,64,Non-binary,50+,202195,3,6.8,Hybrid
E-0316,Sales,IC5,Remote,2025-07-24,2025-07,,,,Active,0,11,Non-binary,40-49,160324,3,8.5,Remote
E-0317,People,M1,Austin,2021-06-07,2021-06,,,,Active,0,61,Female,30-39,170033,2,6.7,Remote
E-0318,Marketing,IC1,Singapore,2021-03-08,2021-03,,,,Active,0,64,Male,40-49,67496,3,7.9,Remote
E-0319,Support,IC4,Bengaluru,2026-07-08,2026-07,,,,Active,0,0,Female,30-39,148677,3,6.9,Hybrid
E-0320,Engineering,IC2,Austin,2022-01-10,2022-01,,,,Active,0,54,Non-binary,50+,71313,3,7.5,Hybrid
E-0321,Engineering,IC5,Dublin,2026-09-09,2026-09,,,,Active,0,0,Female,40-49,202251,2,7,Onsite
E-0322,Finance,IC3,Bengaluru,2023-02-06,2023-02,,,,Active,0,41,Male,20-29,102739,2,7,Onsite
E-0323,Finance,IC3,Austin,2021-05-05,2021-05,,,,Active,0,62,Female,20-29,89610,4,8,Onsite
E-0324,Sales,IC4,Austin,2026-04-09,2026-04,,,,Active,0,3,Non-binary,50+,124813,4,8,Onsite
E-0325,Finance,IC3,Austin,2024-01-28,2024-01,,,,Active,0,29,Female,50+,90485,3,7.2,Remote
E-0326,People,M2,Singapore,2023-04-23,2023-04,,,,Active,0,38,Male,40-49,174911,4,8.4,Hybrid
E-0327,Engineering,IC3,Bengaluru,2020-08-16,2020-08,2025-12-17,2025-12,Voluntary,Exited,1,64,Female,30-39,101202,2,6.2,Onsite
E-0328,Support,IC1,Bengaluru,2022-03-04,2022-03,2025-01-24,2025-01,Voluntary,Exited,1,35,Female,20-29,54865,3,5.2,Onsite
E-0329,Engineering,IC1,Dublin,2023-10-21,2023-10,,,,Active,0,32,Female,30-39,68528,3,7.8,Remote
E-0330,People,IC5,Austin,2021-11-16,2021-11,,,,Active,0,55,Male,50+,191598,3,7.2,Hybrid
E-0331,Sales,IC4,Remote,2019-02-12,2019-02,,,,Active,0,89,Non-binary,40-49,141457,3,8.3,Onsite
E-0332,Engineering,IC3,Bengaluru,2023-04-14,2023-04,,,,Active,0,39,Female,30-39,98139,4,7.9,Onsite
E-0333,Support,IC5,Singapore,2023-09-28,2023-09,,,,Active,0,33,Female,30-39,160166,2,6.5,Hybrid
E-0334,Sales,IC5,Bengaluru,2025-04-18,2025-04,,,,Active,0,14,Non-binary,20-29,181981,3,8.1,Remote
E-0335,Sales,IC1,Austin,2025-04-16,2025-04,2025-07-06,2025-07,Voluntary,Exited,1,3,Non-binary,40-49,69255,3,5.4,Hybrid
E-0336,Finance,IC4,Bengaluru,2024-09-20,2024-09,2025-08-02,2025-08,Voluntary,Exited,1,10,Female,40-49,148943,3,6.5,Remote
E-0337,Support,IC2,Singapore,2026-07-18,2026-07,,,,Active,0,0,Male,20-29,82344,3,8.2,Hybrid
E-0338,Sales,IC1,Remote,2025-10-28,2025-10,,,,Active,0,8,Non-binary,50+,68894,3,7.6,Remote
E-0339,Support,IC1,Singapore,2023-07-09,2023-07,,,,Active,0,36,Non-binary,50+,68315,3,7.5,Onsite
E-0340,Support,IC2,Remote,2023-12-01,2023-12,,,,Active,0,31,Male,20-29,80082,2,7.2,Onsite
E-0341,Engineering,M2,Dublin,2024-06-01,2024-06,,,,Active,0,25,Female,40-49,188210,3,6.7,Remote
E-0342,Engineering,IC3,Remote,2024-08-05,2024-08,2025-08-12,2025-08,Voluntary,Exited,1,12,Female,30-39,101969,3,6.4,Remote
E-0343,Engineering,IC1,Singapore,2022-04-12,2022-04,,,,Active,0,51,Female,20-29,62157,3,8.1,Remote
E-0344,Support,IC5,Bengaluru,2022-03-06,2022-03,2025-03-24,2025-03,Voluntary,Exited,1,37,Male,20-29,178958,3,5.4,Hybrid
E-0345,Engineering,M2,Bengaluru,2025-10-14,2025-10,2026-02-27,2026-02,Voluntary,Exited,1,4,Male,40-49,203453,2,6,Onsite
E-0346,Engineering,M2,Singapore,2025-09-18,2025-09,,,,Active,0,9,Male,50+,215637,3,7.3,Onsite
E-0347,Engineering,IC3,Bengaluru,2023-09-23,2023-09,,,,Active,0,33,Male,40-49,103044,4,8.8,Hybrid
E-0348,Engineering,IC2,Singapore,2024-12-23,2024-12,,,,Active,0,18,Non-binary,30-39,71090,3,8,Onsite
E-0349,Sales,IC4,Austin,2025-05-22,2025-05,,,,Active,0,13,Female,50+,164519,3,7,Onsite
E-0350,Engineering,M2,Bengaluru,2024-04-13,2024-04,,,,Active,0,27,Female,40-49,206980,3,8,Onsite
E-0351,Engineering,IC3,Remote,2023-06-16,2023-06,,,,Active,0,36,Male,40-49,110438,3,7.7,Hybrid
E-0352,Engineering,IC2,Remote,2025-05-27,2025-05,,,,Active,0,13,Female,20-29,85306,3,6.6,Remote
E-0353,Support,IC5,Dublin,2023-02-22,2023-02,2025-02-22,2025-02,Voluntary,Exited,1,24,Female,20-29,161901,3,5.6,Onsite
E-0354,Support,IC3,Austin,2021-02-08,2021-02,2025-02-02,2025-02,Voluntary,Exited,1,48,Male,50+,123822,3,6.7,Onsite
E-0355,Engineering,M2,Dublin,2023-12-25,2023-12,2026-02-02,2026-02,Voluntary,Exited,1,25,Non-binary,30-39,183278,3,5.6,Onsite
E-0356,Engineering,IC3,Dublin,2020-02-14,2020-02,,,,Active,0,76,Female,30-39,89414,2,7.8,Onsite
E-0357,Finance,IC3,Remote,2025-04-17,2025-04,,,,Active,0,14,Non-binary,30-39,116464,2,7.3,Hybrid
E-0358,Marketing,IC1,Austin,2026-06-05,2026-06,,,,Active,0,1,Female,30-39,66182,3,7.9,Hybrid
E-0359,Sales,M2,Austin,2025-06-26,2025-06,,,,Active,0,12,Male,20-29,220789,3,7.9,Remote
E-0360,Engineering,M1,Remote,2023-06-27,2023-06,2026-03-21,2026-03,Involuntary,Exited,1,33,Female,40-49,137574,2,5.9,Onsite
E-0361,Engineering,IC3,Dublin,2025-01-10,2025-01,,,,Active,0,18,Male,30-39,103490,3,8.1,Hybrid
E-0362,Finance,IC3,Remote,2022-10-27,2022-10,,,,Active,0,44,Non-binary,50+,108709,4,8.4,Onsite
E-0363,Engineering,IC2,Austin,2026-04-08,2026-04,,,,Active,0,3,Female,30-39,76051,3,7.3,Onsite
E-0364,People,IC1,Dublin,2022-06-16,2022-06,,,,Active,0,48,Female,20-29,65374,3,8.2,Onsite
E-0365,Sales,IC3,Austin,2025-04-27,2025-04,,,,Active,0,14,Non-binary,40-49,115576,3,7.9,Onsite
E-0366,Finance,IC5,Austin,2023-04-13,2023-04,,,,Active,0,39,Non-binary,50+,203363,4,8.1,Hybrid
E-0367,Sales,M2,Bengaluru,2026-05-10,2026-05,,,,Active,0,2,Male,20-29,215318,3,7.6,Remote
E-0368,Sales,IC5,Bengaluru,2022-10-11,2022-10,,,,Active,0,45,Non-binary,50+,192199,3,7.6,Hybrid
E-0369,Sales,M1,Singapore,2022-07-24,2022-07,,,,Active,0,47,Female,50+,167178,2,7.3,Hybrid
E-0370,Engineering,IC3,Dublin,2023-07-04,2023-07,,,,Active,0,36,Male,40-49,102057,3,8,Remote
E-0371,Sales,IC3,Dublin,2020-02-28,2020-02,,,,Active,0,76,Non-binary,30-39,90328,3,7.3,Onsite
E-0372,Engineering,IC3,Remote,2020-11-16,2020-11,,,,Active,0,67,Male,40-49,113776,3,7.5,Onsite
E-0373,Sales,M1,Dublin,2025-03-27,2025-03,2025-05-20,2025-05,Involuntary,Exited,1,2,Non-binary,40-49,172253,3,6,Hybrid
E-0374,Finance,IC1,Austin,2024-05-01,2024-05,,,,Active,0,26,Male,50+,67119,4,7.9,Onsite
E-0375,Marketing,IC5,Singapore,2023-09-26,2023-09,,,,Active,0,33,Female,50+,159918,3,8,Remote
E-0376,Engineering,M1,Bengaluru,2024-11-17,2024-11,,,,Active,0,19,Non-binary,50+,138183,3,8.2,Remote
E-0377,Marketing,IC2,Singapore,2023-09-26,2023-09,2025-05-04,2025-05,Voluntary,Exited,1,19,Male,50+,91655,4,7.2,Hybrid
E-0378,Finance,M2,Bengaluru,2025-02-17,2025-02,,,,Active,0,16,Non-binary,30-39,188797,3,7.5,Onsite
E-0379,Engineering,IC2,Singapore,2023-06-06,2023-06,,,,Active,0,37,Male,50+,87772,2,7.9,Remote
E-0380,Marketing,IC3,Remote,2022-07-02,2022-07,,,,Active,0,48,Non-binary,30-39,93293,3,8.2,Hybrid
E-0381,Sales,IC1,Dublin,2025-12-12,2025-12,,,,Active,0,7,Female,50+,62658,3,7.6,Remote
E-0382,Engineering,IC1,Singapore,2026-10-24,2026-10,,,,Active,0,0,Non-binary,40-49,57884,2,7.4,Onsite
E-0383,Engineering,M2,Dublin,2023-03-18,2023-03,,,,Active,0,39,Male,50+,199810,3,7.6,Onsite
E-0384,Engineering,IC3,Remote,2020-12-25,2020-12,,,,Active,0,66,Male,50+,100737,2,7.5,Hybrid
E-0385,Engineering,IC5,Bengaluru,2020-03-11,2020-03,,,,Active,0,76,Female,50+,178099,3,8.3,Remote
E-0386,Marketing,IC1,Bengaluru,2024-12-07,2024-12,,,,Active,0,19,Male,50+,54152,3,7.6,Remote
E-0387,Marketing,IC3,Austin,2024-09-04,2024-09,,,,Active,0,22,Female,30-39,95777,3,7.6,Remote
E-0388,Support,M1,Remote,2022-08-08,2022-08,2025-03-16,2025-03,Involuntary,Exited,1,31,Male,30-39,145127,3,6.2,Remote
E-0389,Support,IC3,Dublin,2019-08-25,2019-08,,,,Active,0,82,Non-binary,50+,110987,4,8.1,Onsite
E-0390,Engineering,M1,Singapore,2022-09-08,2022-09,,,,Active,0,46,Male,50+,167784,3,7.4,Remote
E-0391,Finance,IC4,Remote,2025-07-24,2025-07,,,,Active,0,11,Male,30-39,144141,3,8.6,Remote
E-0392,Finance,IC1,Bengaluru,2024-05-21,2024-05,,,,Active,0,25,Non-binary,50+,52438,2,7,Onsite
E-0393,Engineering,M1,Dublin,2022-06-27,2022-06,,,,Active,0,48,Male,50+,167856,3,7.9,Hybrid
E-0394,Finance,M2,Bengaluru,2023-04-25,2023-04,,,,Active,0,38,Male,20-29,220443,3,8.1,Onsite
E-0395,Engineering,IC4,Remote,2024-05-25,2024-05,,,,Active,0,25,Male,20-29,135741,3,7.3,Onsite
E-0396,People,M2,Remote,2024-08-01,2024-08,,,,Active,0,23,Female,30-39,181960,3,8.4,Remote
E-0397,Engineering,IC2,Bengaluru,2022-10-19,2022-10,,,,Active,0,44,Female,40-49,91363,3,8.2,Onsite
E-0398,Engineering,IC4,Singapore,2021-11-09,2021-11,,,,Active,0,56,Female,50+,135240,3,7.8,Hybrid
E-0399,Finance,IC2,Remote,2024-08-22,2024-08,,,,Active,0,22,Female,20-29,78824,4,7.8,Onsite
E-0400,Marketing,IC5,Singapore,2022-10-01,2022-10,,,,Active,0,45,Non-binary,30-39,200976,3,6.8,Hybrid
E-0401,Engineering,M1,Bengaluru,2025-07-10,2025-07,,,,Active,0,12,Male,50+,172778,3,7.1,Hybrid
E-0402,Engineering,M2,Bengaluru,2025-02-26,2025-02,,,,Active,0,16,Male,30-39,195492,3,8.2,Onsite
E-0403,Sales,IC5,Austin,2023-04-04,2023-04,,,,Active,0,39,Non-binary,20-29,154077,3,7.2,Hybrid
E-0404,Engineering,IC2,Dublin,2023-03-17,2023-03,,,,Active,0,39,Female,30-39,78095,3,7.3,Onsite
E-0405,Support,M2,Dublin,2025-04-23,2025-04,,,,Active,0,14,Non-binary,40-49,188443,3,8.3,Onsite
E-0406,People,IC1,Dublin,2023-10-06,2023-10,,,,Active,0,33,Male,40-49,53100,3,7.8,Remote
E-0407,Engineering,IC1,Singapore,2022-12-23,2022-12,,,,Active,0,42,Non-binary,50+,53729,3,7.6,Remote
E-0408,Marketing,IC1,Remote,2024-03-02,2024-03,,,,Active,0,28,Female,40-49,67508,3,8.1,Onsite
E-0409,Engineering,IC5,Austin,2024-05-04,2024-05,2026-02-09,2026-02,Involuntary,Exited,1,21,Male,20-29,208955,3,6.9,Remote
E-0410,Sales,IC4,Singapore,2025-04-05,2025-04,2025-09-22,2025-09,Voluntary,Exited,1,6,Non-binary,50+,124179,3,6.4,Remote
E-0411,Engineering,IC2,Remote,2022-12-05,2022-12,,,,Active,0,43,Male,40-49,79524,3,7.8,Hybrid
E-0412,Engineering,M2,Remote,2026-03-20,2026-03,,,,Active,0,3,Female,40-49,187484,3,8,Remote
E-0413,Engineering,IC3,Austin,2025-01-25,2025-01,,,,Active,0,17,Male,40-49,94818,3,7.6,Remote
E-0414,Finance,M1,Bengaluru,2022-11-11,2022-11,,,,Active,0,44,Non-binary,50+,140896,3,7.2,Onsite
E-0415,Marketing,IC5,Bengaluru,2025-10-14,2025-10,,,,Active,0,9,Female,50+,171638,2,7.4,Hybrid
E-0416,Sales,M2,Singapore,2023-08-15,2023-08,2025-05-04,2025-05,Involuntary,Exited,1,21,Male,20-29,182432,3,6.3,Hybrid
E-0417,Engineering,IC3,Austin,2020-01-14,2020-01,,,,Active,0,77,Female,40-49,101326,3,7.5,Remote
E-0418,Engineering,M2,Singapore,2025-02-24,2025-02,,,,Active,0,16,Non-binary,20-29,166965,3,7.5,Hybrid
E-0419,Support,IC2,Austin,2023-06-19,2023-06,,,,Active,0,36,Male,20-29,68611,3,7.6,Onsite
E-0420,Sales,M2,Austin,2019-12-22,2019-12,2026-03-15,2026-03,Voluntary,Exited,1,75,Non-binary,30-39,214454,3,6.2,Hybrid
