season,franchise,games,wins,losses,win_pct,avg_elo,pts_per_game,opp_pts_per_game,playoff_games,playoff_wins
1993,Pistons,82,40,42,48.8,1488.0,100.6,102.0,0,0
1993,Rockets,82,55,27,67.1,1547.0,104.0,99.8,12,6
1993,Sixers,82,26,56,31.7,1392.0,104.3,110.1,0,0
1993,Spurs,82,49,33,59.8,1562.0,105.5,102.8,10,5
1993,Suns,82,62,20,75.6,1665.0,113.4,106.7,24,13
1993,Thunder,82,55,27,67.1,1618.0,108.3,101.3,19,10
1993,Timberwolves,82,19,63,23.2,1302.0,98.1,105.9,0,0
1993,Trailblazers,82,51,31,62.2,1600.0,108.5,105.4,4,1
1993,Warriors,82,34,48,41.5,1500.0,109.9,110.9,0,0
1993,Wizards,82,22,60,26.8,1351.0,101.9,108.9,0,0
1994,Bucks,82,20,62,24.4,1344.0,96.9,103.4,0,0
1994,Bulls,82,55,27,67.1,1619.0,98.0,94.9,10,6
1994,Cavaliers,82,47,35,57.3,1581.0,101.2,97.1,3,0
1994,Celtics,82,32,50,39.0,1445.0,100.8,105.1,0,0
1994,Clippers,82,27,55,32.9,1413.0,103.0,108.7,0,0
1994,Hawks,82,57,25,69.5,1600.0,101.4,96.2,11,5
1994,Heat,82,42,40,51.2,1535.0,103.4,100.7,5,2
1994,Jazz,82,53,29,64.6,1572.0,101.9,97.7,16,8
1994,Kings,82,28,54,34.1,1365.0,101.1,106.9,0,0
1994,Knicks,82,57,25,69.5,1653.0,98.5,91.5,25,14
1994,Lakers,82,33,49,40.2,1416.0,100.4,104.7,0,0
1994,Magic,82,50,32,61.0,1560.0,105.7,101.8,3,0
1994,Mavericks,82,13,69,15.9,1222.0,95.1,103.8,0,0
1994,Nets,82,45,37,54.9,1522.0,103.2,101.0,4,1
1994,Nuggets,82,42,40,51.2,1505.0,100.3,98.8,12,6
1994,Pacers,82,47,35,57.3,1547.0,101.0,97.5,16,10
1994,Pelicans,82,41,41,50.0,1492.0,106.5,106.7,0,0
1994,Pistons,82,20,62,24.4,1380.0,96.9,104.7,0,0
1994,Rockets,82,58,24,70.7,1627.0,101.1,96.8,23,15
1994,Sixers,82,25,57,30.5,1381.0,98.0,105.6,0,0
1994,Spurs,82,55,27,67.1,1604.0,100.0,94.8,4,1
1994,Suns,82,56,26,68.3,1630.0,108.2,103.4,10,6
1994,Thunder,82,63,19,76.8,1663.0,105.9,96.9,5,2
1994,Timberwolves,82,20,62,24.4,1321.0,96.7,103.6,0,0
1994,Trailblazers,82,47,35,57.3,1564.0,107.3,104.6,4,1
1994,Warriors,82,50,32,61.0,1506.0,107.9,106.1,3,0
1994,Wizards,82,24,58,29.3,1344.0,100.4,107.7,0,0
1995,Bucks,82,34,48,41.5,1369.0,99.3,103.7,0,0
1995,Bulls,82,47,35,57.3,1570.0,101.5,96.7,10,5
1995,Cavaliers,82,43,39,52.4,1542.0,90.5,89.8,4,1
1995,Celtics,82,35,47,42.7,1431.0,102.8,104.7,4,1
1995,Clippers,82,17,65,20.7,1309.0,96.7,105.8,0,0
1995,Hawks,82,42,40,51.2,1525.0,96.6,95.3,3,0
1995,Heat,82,32,50,39.0,1461.0,101.1,102.8,0,0
1995,Jazz,82,60,22,73.2,1650.0,106.4,98.4,5,2
1995,Kings,82,39,43,47.6,1469.0,98.2,99.2,0,0
1995,Knicks,82,55,27,67.1,1609.0,98.2,95.1,11,6
1995,Lakers,82,48,34,58.5,1508.0,105.1,105.3,10,5
1995,Magic,82,57,25,69.5,1644.0,110.9,103.8,21,11
1995,Mavericks,82,36,46,43.9,1401.0,103.2,106.1,0,0
1995,Nets,82,30,52,36.6,1455.0,98.1,101.2,0,0
1995,Nuggets,82,41,41,50.0,1531.0,101.3,100.5,3,0
1995,Pacers,82,52,30,63.4,1607.0,99.2,95.5,17,10
1995,Pelicans,82,50,32,61.0,1551.0,100.6,97.3,4,1
1995,Pistons,82,28,54,34.1,1337.0,98.2,105.5,0,0
1995,Rockets,82,47,35,57.3,1600.0,103.5,101.4,22,15
1995,Sixers,82,24,58,29.3,1350.0,95.4,100.4,0,0
1995,Spurs,82,62,20,75.6,1630.0,106.6,100.6,15,9
1995,Suns,82,59,23,72.0,1618.0,110.6,106.8,10,6
1995,Thunder,82,57,25,69.5,1672.0,110.4,102.2,4,1
1995,Timberwolves,82,21,61,25.6,1292.0,94.2,103.2,0,0
1995,Trailblazers,82,44,38,53.7,1566.0,103.1,99.2,3,0
1995,Warriors,82,26,56,31.7,1436.0,105.7,111.1,0,0
1995,Wizards,82,21,61,25.6,1333.0,100.5,106.1,0,0
1996,Bucks,82,25,57,30.5,1378.0,95.6,100.9,0,0
1996,Bulls,82,72,10,87.8,1729.0,105.2,92.9,18,15
1996,Cavaliers,82,47,35,57.3,1516.0,91.1,88.5,3,0
1996,Celtics,82,33,49,40.2,1417.0,103.6,107.0,0,0
1996,Clippers,82,29,53,35.4,1382.0,99.4,103.0,0,0
1996,Grizzlies,82,15,67,18.3,1234.0,89.8,99.8,0,0
1996,Hawks,82,46,36,56.1,1523.0,98.3,97.1,10,4
1996,Heat,82,42,40,51.2,1479.0,96.5,95.0,3,0
1996,Jazz,82,55,27,67.1,1639.0,102.5,95.9,18,10
1996,Kings,82,39,43,47.6,1456.0,99.5,102.3,4,1
1996,Knicks,82,47,35,57.3,1567.0,97.2,94.9,8,4
1996,Lakers,82,53,29,64.6,1570.0,102.9,98.5,4,1
1996,Magic,82,60,22,73.2,1615.0,104.5,99.0,12,7
1996,Mavericks,82,26,56,31.7,1393.0,102.5,107.5,0,0
1996,Nets,82,30,52,36.6,1396.0,93.7,97.9,0,0
1996,Nuggets,82,35,47,42.7,1469.0,97.7,100.4,0,0
1996,Pacers,82,52,30,63.4,1590.0,99.3,96.1,5,2
1996,Pelicans,82,41,41,50.0,1498.0,102.8,103.4,0,0
1996,Pistons,82,46,36,56.1,1474.0,95.4,92.9,3,0
1996,Raptors,82,21,61,25.6,1299.0,97.5,105.0,0,0
1996,Rockets,82,48,34,58.5,1606.0,102.5,100.7,8,3
1996,Sixers,82,18,64,22.0,1283.0,94.5,104.5,0,0
1996,Spurs,82,59,23,72.0,1644.0,103.4,97.1,10,5
1996,Suns,82,41,41,50.0,1532.0,104.3,104.0,4,1
1996,Thunder,82,64,18,78.0,1667.0,104.5,96.7,21,13
1996,Timberwolves,82,26,56,31.7,1352.0,97.9,103.2,0,0
1996,Trailblazers,82,44,38,53.7,1510.0,99.3,97.0,5,2
1996,Warriors,82,36,46,43.9,1435.0,101.6,103.1,0,0
1996,Wizards,82,39,43,47.6,1454.0,102.5,101.5,0,0
1997,Bucks,82,33,49,40.2,1429.0,95.3,97.2,0,0
1997,Bulls,82,69,13,84.1,1789.0,103.1,92.3,19,15
1997,Cavaliers,82,42,40,51.2,1540.0,87.5,85.6,0,0
1997,Celtics,82,15,67,18.3,1339.0,100.6,107.9,0,0
1997,Clippers,82,36,46,43.9,1423.0,97.2,99.5,3,0
1997,Grizzlies,82,14,68,17.1,1237.0,89.2,99.4,0,0
1997,Hawks,82,56,26,68.3,1608.0,94.8,89.4,10,4
1997,Heat,82,61,21,74.4,1622.0,94.8,89.3,17,8
1997,Jazz,82,64,18,78.0,1673.0,103.1,94.3,20,13
1997,Kings,82,34,48,41.5,1414.0,96.4,99.8,0,0
1997,Knicks,82,57,25,69.5,1586.0,95.4,92.2,10,6
1997,Lakers,82,56,26,68.3,1605.0,100.0,95.7,9,4
1997,Magic,82,45,37,54.9,1538.0,94.1,94.5,5,2
1997,Mavericks,82,24,58,29.3,1345.0,90.6,97.0,0,0
1997,Nets,82,26,56,31.7,1358.0,97.2,101.8,0,0
1997,Nuggets,82,21,61,25.6,1362.0,97.8,104.1,0,0
1997,Pacers,82,39,43,47.6,1538.0,95.4,94.4,0,0
1997,Pelicans,82,54,28,65.9,1545.0,98.9,97.0,3,0
1997,Pistons,82,54,28,65.9,1605.0,94.2,88.9,5,2
1997,Raptors,82,30,52,36.6,1370.0,95.5,98.6,0,0
1997,Rockets,82,57,25,69.5,1579.0,100.6,96.1,16,9
1997,Sixers,82,22,60,26.8,1326.0,100.2,106.7,0,0
1997,Spurs,82,20,62,24.4,1378.0,90.5,98.3,0,0
1997,Suns,82,40,42,48.8,1475.0,102.8,102.2,5,2
1997,Thunder,82,57,25,69.5,1660.0,100.9,93.2,12,6
1997,Timberwolves,82,40,42,48.8,1431.0,96.1,97.6,3,0
1997,Trailblazers,82,49,33,59.8,1547.0,99.0,94.8,4,1
1997,Warriors,82,30,52,36.6,1408.0,99.6,104.4,0,0
1997,Wizards,82,44,38,53.7,1505.0,99.4,97.7,3,0
1998,Bucks,82,36,46,43.9,1457.0,94.5,96.4,0,0
1998,Bulls,82,62,20,75.6,1702.0,96.7,89.6,21,15
1998,Cavaliers,82,47,35,57.3,1556.0,92.5,89.8,4,1
1998,Celtics,82,36,46,43.9,1400.0,95.9,98.5,0,0
1998,Clippers,82,17,65,20.7,1328.0,95.9,103.3,0,0
1998,Grizzlies,82,19,63,23.2,1281.0,96.6,103.9,0,0
1998,Hawks,82,50,32,61.0,1589.0,95.9,92.3,4,1
1998,Heat,82,55,27,67.1,1632.0,95.0,90.0,5,2
1998,Jazz,82,62,20,75.6,1673.0,101.0,94.4,20,13
1998,Kings,82,27,55,32.9,1417.0,93.1,98.7,0,0
1998,Knicks,82,43,39,52.4,1582.0,91.6,89.1,10,4
1998,Lakers,82,61,21,74.4,1647.0,105.5,97.8,13,7
1998,Magic,82,41,41,50.0,1480.0,90.1,91.2,0,0
1998,Mavericks,82,20,62,24.4,1315.0,91.4,97.5,0,0
1998,Nets,82,43,39,52.4,1503.0,99.6,98.1,3,0
1998,Nuggets,82,11,71,13.4,1225.0,89.0,100.8,0,0
1998,Pacers,82,58,24,70.7,1618.0,96.0,89.9,16,10
1998,Pelicans,82,51,31,62.2,1566.0,96.6,94.6,9,4
1998,Pistons,82,37,45,45.1,1526.0,94.2,92.6,0,0
1998,Raptors,82,16,66,19.5,1328.0,94.9,104.2,0,0
1998,Rockets,82,41,41,50.0,1536.0,98.8,99.5,5,2
1998,Sixers,82,31,51,37.8,1392.0,93.3,95.7,0,0
1998,Spurs,82,56,26,68.3,1514.0,92.5,88.5,9,4
1998,Suns,82,56,26,68.3,1570.0,99.6,94.4,4,1
1998,Thunder,82,61,21,74.4,1654.0,100.6,93.4,10,4
1998,Timberwolves,82,45,37,54.9,1479.0,101.1,100.4,5,2
1998,Trailblazers,82,46,36,56.1,1551.0,94.3,92.9,4,1
1998,Warriors,82,19,63,23.2,1299.0,88.3,97.4,0,0
1998,Wizards,82,42,40,51.2,1524.0,97.2,96.6,0,0
1999,Bucks,50,28,22,56.0,1502.0,91.7,90.0,3,0
1999,Bulls,50,13,37,26.0,1497.0,81.9,91.4,0,0
1999,Cavaliers,50,22,28,44.0,1524.0,86.4,88.2,0,0
1999,Celtics,50,19,31,38.0,1435.0,93.0,94.9,0,0
1999,Clippers,50,9,41,18.0,1277.0,90.4,99.2,0,0
1999,Grizzlies,50,8,42,16.0,1267.0,88.9,97.5,0,0
1999,Hawks,50,31,19,62.0,1582.0,86.3,83.4,9,3
1999,Heat,50,33,17,66.0,1607.0,89.0,84.0,5,2
1999,Jazz,50,37,13,74.0,1687.0,93.3,86.8,11,5
1999,Kings,50,27,23,54.0,1417.0,100.2,100.6,5,2
1999,Knicks,50,27,23,54.0,1538.0,86.4,85.4,20,12
1999,Lakers,50,31,19,62.0,1623.0,99.0,96.0,8,3
1999,Magic,50,33,17,66.0,1562.0,89.5,86.9,4,1
1999,Mavericks,50,19,31,38.0,1373.0,91.6,94.0,0,0
1999,Nets,50,16,34,32.0,1434.0,91.4,95.2,0,0
1999,Nuggets,50,14,36,28.0,1295.0,93.5,100.1,0,0
1999,Pacers,50,33,17,66.0,1621.0,94.7,90.9,13,9
1999,Pelicans,50,26,24,52.0,1511.0,92.9,93.0,0,0
1999,Pistons,50,29,21,58.0,1565.0,90.4,86.9,5,2
1999,Raptors,50,23,27,46.0,1397.0,91.1,92.8,0,0
1999,Rockets,50,31,19,62.0,1519.0,94.2,91.9,4,1
1999,Sixers,50,28,22,56.0,1525.0,89.7,87.6,8,3
1999,Spurs,50,37,13,74.0,1634.0,92.8,84.7,17,15
1999,Suns,50,27,23,54.0,1546.0,95.6,93.3,3,0
1999,Thunder,50,25,25,50.0,1530.0,94.9,95.9,0,0
1999,Timberwolves,50,25,25,50.0,1511.0,92.9,92.6,4,1
1999,Trailblazers,50,35,15,70.0,1581.0,94.8,88.5,13,7
1999,Warriors,50,21,29,42.0,1390.0,88.3,90.8,0,0
1999,Wizards,50,18,32,36.0,1474.0,91.2,93.4,0,0
2000,Bucks,82,42,40,51.2,1517.0,101.2,101.0,5,2
2000,Bulls,82,17,65,20.7,1307.0,84.8,94.2,0,0
2000,Cavaliers,82,32,50,39.0,1433.0,97.0,100.5,0,0
2000,Celtics,82,35,47,42.7,1460.0,99.3,100.1,0,0
2000,Clippers,82,15,67,18.3,1277.0,92.0,103.5,0,0
2000,Grizzlies,82,22,60,26.8,1320.0,93.9,99.5,0,0
2000,Hawks,82,28,54,34.1,1448.0,94.3,99.7,0,0
2000,Heat,82,52,30,63.4,1584.0,94.4,91.3,10,6
2000,Jazz,82,55,27,67.1,1606.0,96.5,92.0,10,4
2000,Kings,82,44,38,53.7,1536.0,105.0,102.0,5,2
2000,Knicks,82,50,32,61.0,1580.0,92.1,90.7,16,9
2000,Lakers,82,67,15,81.7,1670.0,100.8,92.3,23,15
2000,Magic,82,41,41,50.0,1510.0,100.1,99.4,0,0
2000,Mavericks,82,40,42,48.8,1457.0,101.4,102.0,0,0
2000,Nets,82,31,51,37.8,1453.0,98.0,99.0,0,0
2000,Nuggets,82,35,47,42.7,1406.0,99.0,101.1,0,0
2000,Pacers,82,56,26,68.3,1627.0,101.3,96.7,23,13
2000,Pelicans,82,49,33,59.8,1560.0,98.4,95.8,4,1
2000,Pistons,82,42,40,51.2,1544.0,103.5,102.0,3,0
2000,Raptors,82,45,37,54.9,1497.0,97.2,97.3,3,0
2000,Rockets,82,34,48,41.5,1461.0,99.5,100.3,0,0
2000,Sixers,82,49,33,59.8,1530.0,94.8,93.4,10,5
2000,Spurs,82,53,29,64.6,1657.0,96.2,90.2,4,1
2000,Suns,82,53,29,64.6,1591.0,98.9,93.7,9,4
2000,Thunder,82,45,37,54.9,1514.0,99.1,98.1,5,2
2000,Timberwolves,82,50,32,61.0,1517.0,98.5,96.0,4,1
2000,Trailblazers,82,59,23,72.0,1649.0,97.5,91.0,16,10
2000,Warriors,82,19,63,23.2,1354.0,95.5,103.8,0,0
2000,Wizards,82,29,53,35.4,1415.0,96.6,99.9,0,0
2001,Bucks,82,52,30,63.4,1553.0,100.7,96.9,18,10
2001,Bulls,82,15,67,18.3,1263.0,87.6,96.7,0,0
2001,Cavaliers,82,30,52,36.6,1416.0,92.2,96.5,0,0
2001,Celtics,82,36,46,43.9,1449.0,94.6,96.8,0,0
2001,Clippers,82,31,51,37.8,1358.0,92.5,95.3,0,0
2001,Grizzlies,82,23,59,28.0,1377.0,91.7,97.5,0,0
2001,Hawks,82,25,57,30.5,1355.0,91.0,96.2,0,0
2001,Heat,82,50,32,61.0,1572.0,88.9,86.6,3,0
2001,Jazz,82,53,29,64.6,1610.0,97.1,92.4,5,2
2001,Kings,82,55,27,67.1,1619.0,101.7,95.9,8,3
2001,Knicks,82,48,34,58.5,1543.0,88.7,86.1,5,2
2001,Lakers,82,56,26,68.3,1618.0,100.6,97.2,16,15
2001,Magic,82,43,39,52.4,1512.0,97.5,96.5,4,1
2001,Mavericks,82,53,29,64.6,1577.0,100.5,96.2,10,4
2001,Nets,82,26,56,31.7,1391.0,92.1,97.1,0,0
2001,Nuggets,82,40,42,48.8,1469.0,96.6,99.0,0,0
2001,Pacers,82,41,41,50.0,1520.0,92.6,92.8,4,1
2001,Pelicans,82,46,36,56.1,1564.0,91.9,89.8,10,6
2001,Pistons,82,32,50,39.0,1448.0,95.6,97.3,0,0
2001,Raptors,82,47,35,57.3,1523.0,97.6,95.4,12,6
2001,Rockets,82,45,37,54.9,1542.0,97.2,94.9,0,0
2001,Sixers,82,56,26,68.3,1618.0,94.7,90.4,23,12
2001,Spurs,82,58,24,70.7,1657.0,96.2,88.4,13,7
2001,Suns,82,51,31,62.2,1581.0,94.0,91.8,4,1
2001,Thunder,82,44,38,53.7,1516.0,97.3,97.3,0,0
2001,Timberwolves,82,47,35,57.3,1550.0,97.3,96.0,4,1
2001,Trailblazers,82,50,32,61.0,1632.0,95.4,91.2,3,0
2001,Warriors,82,17,65,20.7,1327.0,92.5,101.5,0,0
2001,Wizards,82,19,63,23.2,1350.0,93.2,99.9,0,0
2002,Bucks,82,41,41,50.0,1550.0,97.5,97.7,0,0
2002,Bulls,82,21,61,25.6,1293.0,89.5,98.0,0,0
2002,Cavaliers,82,29,53,35.4,1388.0,95.3,98.6,0,0
2002,Celtics,82,49,33,59.8,1518.0,96.4,94.1,16,9
2002,Clippers,82,39,43,47.6,1499.0,95.7,96.1,0,0
2002,Grizzlies,82,23,59,28.0,1343.0,89.9,97.3,0,0
2002,Hawks,82,33,49,40.2,1388.0,94.0,98.3,0,0
2002,Heat,82,36,46,43.9,1452.0,87.2,88.7,0,0
2002,Jazz,82,44,38,53.7,1555.0,96.0,95.1,4,1
2002,Kings,82,61,21,74.4,1658.0,104.6,97.0,16,10
2002,Knicks,82,30,52,36.6,1433.0,91.6,95.6,0,0
2002,Lakers,82,58,24,70.7,1691.0,101.3,94.1,19,15
2002,Magic,82,44,38,53.7,1526.0,100.5,98.9,4,1
2002,Mavericks,82,57,25,69.5,1612.0,105.2,101.0,8,4
2002,Nets,82,52,30,63.4,1523.0,96.2,92.0,20,11
2002,Nuggets,82,27,55,32.9,1413.0,92.2,98.0,0,0
2002,Pacers,82,42,40,51.2,1495.0,96.8,96.5,5,2
2002,Pelicans,82,44,38,53.7,1526.0,93.9,92.9,9,4
2002,Pistons,82,50,32,61.0,1515.0,94.3,92.2,10,4
2002,Raptors,82,42,40,51.2,1521.0,91.4,91.8,5,2
2002,Rockets,82,28,54,34.1,1457.0,92.3,97.2,0,0
2002,Sixers,82,43,39,52.4,1544.0,91.0,89.4,5,2
2002,Spurs,82,58,24,70.7,1653.0,96.7,90.5,10,4
2002,Suns,82,36,46,43.9,1521.0,95.1,95.8,0,0
2002,Thunder,82,45,37,54.9,1567.0,97.7,94.7,5,2
2002,Timberwolves,82,50,32,61.0,1593.0,99.3,96.0,3,0
2002,Trailblazers,82,49,33,59.8,1563.0,96.6,93.7,3,0
2002,Warriors,82,21,61,25.6,1332.0,97.7,103.1,0,0
2002,Wizards,82,37,45,45.1,1426.0,92.8,94.2,0,0
2003,Bucks,82,42,40,51.2,1480.0,99.5,99.3,6,2
2003,Bulls,82,30,52,36.6,1364.0,95.0,100.1,0,0
2003,Cavaliers,82,17,65,20.7,1317.0,91.4,101.0,0,0
2003,Celtics,82,44,38,53.7,1525.0,92.7,93.1,10,4
2003,Clippers,82,27,55,32.9,1426.0,93.8,97.9,0,0
2003,Grizzlies,82,28,54,34.1,1387.0,97.5,100.7,0,0
2003,Hawks,82,35,47,42.7,1423.0,94.1,97.6,0,0
2003,Heat,82,25,57,30.5,1418.0,85.6,90.6,0,0
2003,Jazz,82,47,35,57.3,1559.0,94.7,92.3,5,1
2003,Kings,82,59,23,72.0,1663.0,101.7,95.2,12,7
2003,Knicks,82,37,45,45.1,1442.0,95.9,97.2,0,0
2003,Lakers,82,50,32,61.0,1593.0,100.4,98.0,12,6
2003,Magic,82,42,40,51.2,1496.0,98.5,98.4,7,3
2003,Mavericks,82,60,22,73.2,1694.0,103.0,95.2,20,10
2003,Nets,82,49,33,59.8,1598.0,95.4,90.1,20,14
2003,Nuggets,82,17,65,20.7,1336.0,84.2,92.4,0,0
2003,Pacers,82,48,34,58.5,1555.0,96.8,93.3,6,2
2003,Pelicans,82,47,35,57.3,1541.0,93.9,91.8,6,2
2003,Pistons,82,50,32,61.0,1590.0,91.4,87.7,17,8
2003,Raptors,82,24,58,29.3,1396.0,90.9,96.8,0,0
2003,Rockets,82,43,39,52.4,1502.0,93.8,92.3,0,0
2003,Sixers,82,48,34,58.5,1546.0,96.8,94.5,12,6
2003,Spurs,82,60,22,73.2,1646.0,95.8,90.4,24,16
2003,Suns,82,44,38,53.7,1521.0,95.5,94.4,6,2
2003,Thunder,82,40,42,48.8,1511.0,92.1,92.3,0,0
2003,Timberwolves,82,51,31,62.2,1560.0,98.1,96.0,6,2
2003,Trailblazers,82,50,32,61.0,1588.0,95.2,92.5,7,3
2003,Warriors,82,38,44,46.3,1439.0,102.4,103.6,0,0
2003,Wizards,82,37,45,45.1,1473.0,91.5,92.5,0,0
2004,Bucks,82,41,41,50.0,1515.0,98.0,97.0,5,1
2004,Bulls,82,23,59,28.0,1354.0,89.7,96.0,0,0
2004,Cavaliers,82,35,47,42.7,1385.0,92.9,95.5,0,0
2004,Celtics,82,36,46,43.9,1459.0,95.3,96.7,4,0
2004,Clippers,82,28,54,34.1,1429.0,94.8,99.4,0,0
2004,Grizzlies,82,50,32,61.0,1540.0,96.7,94.3,4,0
2004,Hawks,82,28,54,34.1,1401.0,92.8,97.5,0,0
2004,Heat,82,42,40,51.2,1440.0,90.3,89.7,13,6
2004,Jazz,82,42,40,51.2,1497.0,88.7,89.9,0,0
2004,Kings,82,55,27,67.1,1654.0,102.8,97.8,12,7
2004,Knicks,82,39,43,47.6,1461.0,92.0,93.5,4,0
2004,Lakers,82,56,26,68.3,1621.0,98.2,94.3,22,13
2004,Magic,82,21,61,25.6,1373.0,94.0,101.1,0,0
2004,Mavericks,82,52,30,63.4,1616.0,105.2,100.8,5,1
2004,Nets,82,47,35,57.3,1579.0,90.3,87.8,11,7
2004,Nuggets,82,43,39,52.4,1479.0,97.2,96.1,5,1
2004,Pacers,82,61,21,74.4,1602.0,91.4,85.6,16,10
2004,Pelicans,82,41,41,50.0,1517.0,91.8,91.9,7,3
2004,Pistons,82,54,28,65.9,1597.0,90.1,84.3,23,16
2004,Raptors,82,33,49,40.2,1404.0,85.4,88.5,0,0
2004,Rockets,82,45,37,54.9,1567.0,89.8,88.0,5,1
2004,Sixers,82,33,49,40.2,1475.0,88.0,90.5,0,0
2004,Spurs,82,57,25,69.5,1682.0,91.5,84.3,10,6
2004,Suns,82,29,53,35.4,1449.0,94.2,97.9,0,0
2004,Thunder,82,37,45,45.1,1493.0,97.1,97.8,0,0
2004,Timberwolves,82,58,24,70.7,1626.0,94.5,89.1,18,10
2004,Trailblazers,82,41,41,50.0,1518.0,90.7,92.0,0,0
2004,Warriors,82,37,45,45.1,1475.0,93.3,94.0,0,0
2004,Wizards,82,25,57,30.5,1381.0,91.8,97.4,0,0
2005,Bucks,82,30,52,36.6,1441.0,97.2,100.2,0,0
2005,Bulls,82,47,35,57.3,1457.0,94.5,93.4,6,2
2005,Cavaliers,82,42,40,51.2,1492.0,96.5,95.7,0,0
2005,Celtics,82,45,37,54.9,1496.0,101.3,100.4,7,3
2005,Clippers,82,37,45,45.1,1460.0,95.7,96.5,0,0
2005,Grizzlies,82,45,37,54.9,1561.0,93.4,91.1,4,0
2005,Hawks,82,13,69,15.9,1302.0,92.7,102.5,0,0
2005,Heat,82,59,23,72.0,1626.0,101.5,95.0,15,11
2005,Hornets,82,18,64,22.0,1278.0,94.3,100.2,0,0
2005,Jazz,82,26,56,31.7,1436.0,93.0,97.3,0,0
2005,Kings,82,50,32,61.0,1588.0,103.7,101.6,5,1
2005,Knicks,82,33,49,40.2,1427.0,97.3,99.7,0,0
2005,Lakers,82,34,48,41.5,1522.0,98.7,101.7,0,0
2005,Magic,82,36,46,43.9,1421.0,99.5,101.8,0,0
2005,Mavericks,82,58,24,70.7,1623.0,102.5,96.8,13,6
2005,Nets,82,42,40,51.2,1451.0,91.4,92.9,4,0
2005,Nuggets,82,49,33,59.8,1520.0,99.5,97.5,5,1
2005,Pacers,82,44,38,53.7,1543.0,93.0,92.2,13,6
2005,Pelicans,82,18,64,22.0,1373.0,88.4,95.5,0,0
2005,Pistons,82,54,28,65.9,1603.0,93.3,89.5,25,15
2005,Raptors,82,33,49,40.2,1429.0,99.7,101.4,0,0
2005,Rockets,82,51,31,62.2,1560.0,95.1,91.0,7,3
2005,Sixers,82,43,39,52.4,1454.0,99.1,99.9,5,1
2005,Spurs,82,59,23,72.0,1719.0,96.2,88.4,23,16
2005,Suns,82,62,20,75.6,1627.0,110.4,103.3,15,9
2005,Thunder,82,52,30,63.4,1584.0,98.9,96.6,11,6
2005,Timberwolves,82,44,38,53.7,1556.0,96.8,95.3,0,0
2005,Trailblazers,82,27,55,32.9,1448.0,92.9,96.9,0,0
2005,Warriors,82,34,48,41.5,1428.0,98.7,100.9,0,0
2005,Wizards,82,45,37,54.9,1469.0,100.5,100.8,10,4
2006,Bucks,82,40,42,48.8,1443.0,97.8,98.8,5,1
2006,Bulls,82,41,41,50.0,1498.0,97.8,97.2,6,2
2006,Cavaliers,82,50,32,61.0,1531.0,97.6,95.4,13,7
2006,Celtics,82,33,49,40.2,1471.0,98.0,99.5,0,0
2006,Clippers,82,47,35,57.3,1530.0,97.2,95.6,12,7
2006,Grizzlies,82,49,33,59.8,1559.0,92.2,88.5,4,0
2006,Hawks,82,26,56,31.7,1309.0,97.2,102.0,0,0
2006,Heat,82,52,30,63.4,1617.0,99.9,96.0,23,16
2006,Hornets,82,26,56,31.7,1355.0,96.9,100.9,0,0
2006,Jazz,82,41,41,50.0,1436.0,92.4,95.0,0,0
2006,Kings,82,44,38,53.7,1514.0,98.9,97.3,6,2
2006,Knicks,82,23,59,28.0,1363.0,95.6,102.0,0,0
2006,Lakers,82,45,37,54.9,1515.0,99.4,96.9,7,3
2006,Magic,82,36,46,43.9,1412.0,94.9,96.0,0,0
2006,Mavericks,82,60,22,73.2,1671.0,99.1,93.1,23,14
2006,Nets,82,49,33,59.8,1536.0,93.8,92.4,11,5
2006,Nuggets,82,44,38,53.7,1535.0,100.3,100.1,5,1
2006,Pacers,82,41,41,50.0,1529.0,93.9,92.0,6,2
2006,Pelicans,82,38,44,46.3,1444.0,92.8,95.6,0,0
2006,Pistons,82,64,18,78.0,1701.0,96.8,90.2,18,10
2006,Raptors,82,27,55,32.9,1406.0,101.1,104.0,0,0
2006,Rockets,82,34,48,41.5,1511.0,90.1,91.7,0,0
2006,Sixers,82,38,44,46.3,1467.0,99.4,101.3,0,0
2006,Spurs,82,63,19,76.8,1683.0,95.6,88.8,13,7
2006,Suns,82,54,28,65.9,1646.0,108.4,102.8,20,10
2006,Thunder,82,35,47,42.7,1458.0,102.6,105.6,0,0
2006,Timberwolves,82,33,49,40.2,1494.0,91.7,93.6,0,0
2006,Trailblazers,82,21,61,25.6,1352.0,88.8,98.3,0,0
2006,Warriors,82,34,48,41.5,1479.0,98.5,99.8,0,0
2006,Wizards,82,42,40,51.2,1499.0,101.7,99.8,6,2
2007,Bucks,82,28,54,34.1,1433.0,99.7,104.0,0,0
2007,Bulls,82,49,33,59.8,1568.0,98.8,93.8,10,6
2007,Cavaliers,82,50,32,61.0,1557.0,96.8,92.9,20,12
2007,Celtics,82,24,58,29.3,1390.0,95.8,99.2,0,0
2007,Clippers,82,40,42,48.8,1513.0,95.6,96.1,0,0
2007,Grizzlies,82,22,60,26.8,1418.0,101.6,106.7,0,0
2007,Hawks,82,30,52,36.6,1389.0,93.7,98.4,0,0
2007,Heat,82,44,38,53.7,1518.0,94.6,95.5,4,0
2007,Hornets,82,33,49,40.2,1404.0,96.9,100.6,0,0
2007,Jazz,82,51,31,62.2,1569.0,101.5,98.6,17,9
2007,Kings,82,33,49,40.2,1492.0,101.3,103.1,0,0
