hub	signal	bucket	top	score	targets	engine_bucket	engine_targets	served	exit
mcp-tooling	knowledge base	RESOLVED	mcp-tooling	0.595384	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	notion	RESOLVED	mcp-tooling	0.647234	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion mcp	RESOLVED	mcp-tooling	0.776698	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion api	RESOLVED	mcp-tooling	0.752361	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion database	RESOLVED	mcp-tooling	0.741791	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion data source	RESOLVED	mcp-tooling	0.840787	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion page	RESOLVED	mcp-tooling	0.743103	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	query notion	RESOLVED	mcp-tooling	0.755949	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion property	RESOLVED	mcp-tooling	0.740048	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion relation	RESOLVED	mcp-tooling	0.740654	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion rollup	RESOLVED	mcp-tooling	0.741395	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion formula	RESOLVED	mcp-tooling	0.738807	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion token	RESOLVED	mcp-tooling	0.748419	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	ntn_	RESOLVED	mcp-tooling	0.539077	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion markdown	RESOLVED	mcp-tooling	0.749754	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	iconic	RESOLVED	mcp-tooling	0.644079	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	iconic rulebook	RESOLVED	mcp-tooling	0.739532	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	icon rules	RESOLVED	mcp-tooling	0.733294	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	icon automation	RESOLVED	mcp-tooling	0.742124	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	file icons	RESOLVED	mcp-tooling	0.730588	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	folder icons	RESOLVED	mcp-tooling	0.731908	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	mcp-tooling	DEFERRED	mcp-tooling	0.780249		DEFER		compiled	0
mcp-tooling	mcp tool bridge	WRONG_HUB	mcp-code-mode	0.692496		DEFER		legacy	0
mcp-tooling	chrome devtools orchestration	RESOLVED	mcp-tooling	0.856081	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	browser debugger cli routing	RESOLVED	mcp-tooling	0.848782	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	capture browser screenshots	WRONG_HUB	sk-code	0.691495	sk-code-webflow	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	inspect network requests	RESOLVED	mcp-tooling	0.284191	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	mcp-chrome-devtools	RESOLVED	mcp-tooling	0.882248	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	mcp chrome devtools	RESOLVED	mcp-tooling	0.881084	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	chrome-devtools	RESOLVED	mcp-tooling	0.757089	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	cdp	RESOLVED	mcp-tooling	0.480296	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	mcp-click-up	RESOLVED	mcp-tooling	0.777915	mcp-click-up	ROUTE	mcp-click-up	compiled	0
mcp-tooling	mark task done	RESOLVED	mcp-tooling	0.412433	mcp-click-up	ROUTE	mcp-click-up	compiled	0
mcp-tooling	mcp-figma	RESOLVED	mcp-tooling	0.728323	mcp-figma	ROUTE	mcp-figma	compiled	0
mcp-tooling	extract design.md	RESOLVED	mcp-tooling	0.758213	mcp-figma	ROUTE	mcp-figma	compiled	0
mcp-tooling	aside browser task	RESOLVED	mcp-tooling	0.834349	mcp-aside-devtools	ROUTE	mcp-aside-devtools	compiled	0
mcp-tooling	aside repl evidence	RESOLVED	mcp-tooling	0.73858	mcp-aside-devtools	ROUTE	mcp-aside-devtools	compiled	0
mcp-tooling	agentic browser automation	RESOLVED	mcp-tooling	0.833972	mcp-aside-devtools	ROUTE	mcp-aside-devtools	compiled	0
mcp-tooling	refero design reference	RESOLVED	mcp-tooling	0.852137	mcp-refero	ROUTE	mcp-refero	compiled	0
mcp-tooling	real app screen search	RESOLVED	mcp-tooling	0.416021	mcp-refero	ROUTE	mcp-refero	compiled	0
mcp-tooling	mobbin app research	RESOLVED	mcp-tooling	0.831119	mcp-mobbin	ROUTE	mcp-mobbin	compiled	0
mcp-tooling	real app ux patterns	RESOLVED	mcp-tooling	0.327082	mcp-mobbin	ROUTE	mcp-mobbin	compiled	0
mcp-tooling	mcp-notion	RESOLVED	mcp-tooling	0.776569	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	query notion database	RESOLVED	mcp-tooling	0.851151	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion markdown round-trip	RESOLVED	mcp-tooling	0.696767	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	mcp-magicpath	NO_RECOMMENDATION				ROUTE	mcp-magicpath		0
mcp-tooling	magicpath	NO_RECOMMENDATION				ROUTE	mcp-magicpath		0
mcp-tooling	magicpath ai	NO_RECOMMENDATION				ROUTE	mcp-magicpath		0
mcp-tooling	magicpath component	RESOLVED	mcp-tooling	0.324053	mcp-magicpath	ROUTE	mcp-magicpath	compiled	0
mcp-tooling	magicpath canvas	NO_RECOMMENDATION				ROUTE	mcp-magicpath		0
system-deep-loop	deep loop workflow	DEFERRED	system-deep-loop	0.776826		DEFER		compiled	0
system-deep-loop	deep-research	RESOLVED	system-deep-loop	0.707478	research	ROUTE	research	compiled	0
system-deep-loop	deep-review	WRONG_HUB	sk-design	0.321051		ROUTE	review	legacy	0
system-deep-loop	deep-ai-council	RESOLVED	system-deep-loop	0.714857	ai-council	ROUTE	ai-council	compiled	0
system-deep-loop	deep-improvement	RESOLVED	system-deep-loop	0.706458	agent-improvement	ROUTE	agent-improvement	compiled	0
system-deep-loop	research loop	RESOLVED	system-deep-loop	0.801791	research	ROUTE	research	compiled	0
system-deep-loop	iterative review loop	RESOLVED	system-deep-loop	0.837171	review	ROUTE	review	compiled	0
system-deep-loop	deep-review wave	RESOLVED	system-deep-loop	0.835603	review	ROUTE	review	compiled	0
system-deep-loop	release readiness	RESOLVED	system-deep-loop	0.809079	review	ROUTE	review	compiled	0
system-deep-loop	ai council deliberation	RESOLVED	system-deep-loop	0.810823	ai-council	ROUTE	ai-council	compiled	0
system-deep-loop	agent improvement benchmark	RESOLVED	system-deep-loop	0.714861	agent-improvement	ROUTE	agent-improvement	compiled	0
system-deep-loop	system-deep-loop	DEFERRED	system-deep-loop	0.821711		DEFER		compiled	0
system-deep-loop	deep-loop-workflows	DEFERRED	system-deep-loop	0.701607		DEFER		compiled	0
system-deep-loop	deep loop workflows	DEFERRED	system-deep-loop	0.700893		DEFER		compiled	0
system-deep-loop	deep research	RESOLVED	system-deep-loop	0.80031	research	ROUTE	research	compiled	0
system-deep-loop	iterative investigation workflow	RESOLVED	system-deep-loop	0.311476	research	ROUTE	research	compiled	0
system-deep-loop	autoresearch	RESOLVED	system-deep-loop	0.465032	research	ROUTE	research	compiled	0
system-deep-loop	deep review	RESOLVED	system-deep-loop	0.826875	review	ROUTE	review	compiled	0
system-deep-loop	review loop	RESOLVED	system-deep-loop	0.831254	review	ROUTE	review	compiled	0
system-deep-loop	severity weighted findings	WRONG_HUB	sk-code	0.560835	sk-code-review	ROUTE	review	compiled	0
system-deep-loop	convergence review	RESOLVED	system-deep-loop	0.764954	review	ROUTE	review	compiled	0
system-deep-loop	multi-seat planning council	RESOLVED	system-deep-loop	0.806295	ai-council	ROUTE	ai-council	compiled	0
system-deep-loop	council convergence	RESOLVED	system-deep-loop	0.662441	ai-council	ROUTE	ai-council	compiled	0
system-deep-loop	improve agent	NO_RECOMMENDATION				ROUTE	agent-improvement		0
system-deep-loop	evaluate agent	NO_RECOMMENDATION				ROUTE	agent-improvement		0
system-deep-loop	score agent candidate	NO_RECOMMENDATION				ROUTE	agent-improvement		0
system-deep-loop	agent-improvement	RESOLVED	system-deep-loop	0.572471	agent-improvement	ROUTE	agent-improvement	compiled	0
system-deep-loop	model benchmark	WRONG_HUB	deep-model-benchmark	0.606667		ROUTE	model-benchmark	legacy	0
system-deep-loop	benchmark a model or prompt framework	WRONG_HUB	sk-prompt	0.872065		ROUTE	model-benchmark	legacy	0
system-deep-loop	skill benchmark	RESOLVED	system-deep-loop	0.590215	skill-benchmark	ROUTE	skill-benchmark	compiled	0
cli-external-orchestration	opencode cli	RESOLVED	cli-external-orchestration	0.779623	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	opencode run	RESOLVED	cli-external-orchestration	0.787256	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	delegate to opencode	RESOLVED	cli-external-orchestration	0.788325	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	parallel detached session	RESOLVED	cli-external-orchestration	0.852409	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	spec kit runtime	RESOLVED	cli-external-orchestration	0.888333	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	claude code	RESOLVED	cli-external-orchestration	0.751899	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	claude cli	RESOLVED	cli-external-orchestration	0.760283	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	delegate to claude	RESOLVED	cli-external-orchestration	0.75905	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	codex cli	RESOLVED	cli-external-orchestration	0.759886	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex exec	RESOLVED	cli-external-orchestration	0.749215	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	delegate to codex	RESOLVED	cli-external-orchestration	0.76045	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	openai cli second opinion	RESOLVED	cli-external-orchestration	0.841473	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	cli-codex	RESOLVED	cli-external-orchestration	0.761016	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	cursor cli	RESOLVED	cli-external-orchestration	0.752683	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor agent	RESOLVED	cli-external-orchestration	0.655148	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	delegate to cursor	RESOLVED	cli-external-orchestration	0.760894	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	composer	RESOLVED	cli-external-orchestration	0.655495	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cli-cursor	RESOLVED	cli-external-orchestration	0.753325	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	devin cli	RESOLVED	cli-external-orchestration	0.746288	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	delegate to devin	RESOLVED	cli-external-orchestration	0.756862	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	cognition cli second opinion	RESOLVED	cli-external-orchestration	0.843763	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	devin handoff	RESOLVED	cli-external-orchestration	0.682991	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	cli-devin	RESOLVED	cli-external-orchestration	0.750216	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	pi cli	RESOLVED	cli-external-orchestration	0.658614	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi agent	RESOLVED	cli-external-orchestration	0.561021	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	delegate to pi	RESOLVED	cli-external-orchestration	0.648205	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi.dev cli	RESOLVED	cli-external-orchestration	0.763896	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi coding agent	RESOLVED	cli-external-orchestration	0.637449	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	cli-pi	RESOLVED	cli-external-orchestration	0.658806	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	cli-external-orchestration	DEFERRED	cli-external-orchestration	0.862895		DEFER		compiled	0
cli-external-orchestration	cli dispatch	DEFERRED	cli-external-orchestration	0.347564		DEFER		compiled	0
cli-external-orchestration	cross-ai delegation	DEFERRED	cli-external-orchestration	0.717493		DEFER		compiled	0
cli-external-orchestration	executor delegation	DEFERRED	cli-external-orchestration	0.700375		DEFER		compiled	0
cli-external-orchestration	opencode cli orchestration	RESOLVED	cli-external-orchestration	0.882089	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	full plugin runtime dispatch	RESOLVED	cli-external-orchestration	0.310183	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	in-opencode parallel session	RESOLVED	cli-external-orchestration	0.4602	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	cross-ai handback opencode	RESOLVED	cli-external-orchestration	0.743852	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	ablation suite opencode	RESOLVED	cli-external-orchestration	0.260981	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	worker farm opencode	RESOLVED	cli-external-orchestration	0.263503	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	cli-opencode	RESOLVED	cli-external-orchestration	0.729978	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	cli opencode	RESOLVED	cli-external-orchestration	0.730141	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	claude code cli orchestration	RESOLVED	cli-external-orchestration	0.875921	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	delegate to claude code	RESOLVED	cli-external-orchestration	0.866156	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	anthropic cli second opinion	RESOLVED	cli-external-orchestration	0.349451	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	structured claude code output	RESOLVED	cli-external-orchestration	0.726388	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	cli-claude-code	RESOLVED	cli-external-orchestration	0.871987	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	cli claude code	RESOLVED	cli-external-orchestration	0.871688	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	claude-code	RESOLVED	cli-external-orchestration	0.701702	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	claude-cli	RESOLVED	cli-external-orchestration	0.710476	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	cli codex	RESOLVED	cli-external-orchestration	0.760583	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex cli orchestration	RESOLVED	cli-external-orchestration	0.862014	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	openai coding agent	RESOLVED	cli-external-orchestration	0.327601	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex web search	RESOLVED	cli-external-orchestration	0.38785	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex diff review	WRONG_HUB	sk-code	0.817482	sk-code-review	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex sandbox	RESOLVED	cli-external-orchestration	0.234343	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	gpt codex dispatch	RESOLVED	cli-external-orchestration	0.330925	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	cli cursor	RESOLVED	cli-external-orchestration	0.753211	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor composer	RESOLVED	cli-external-orchestration	0.748915	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor plan mode	RESOLVED	cli-external-orchestration	0.354085	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor ask mode	RESOLVED	cli-external-orchestration	0.332231	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor worktree	RESOLVED	cli-external-orchestration	0.237839	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor cloud worker	RESOLVED	cli-external-orchestration	0.235365	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cli devin	RESOLVED	cli-external-orchestration	0.74811	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	devin-handoff	RESOLVED	cli-external-orchestration	0.315144	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	cognition-cli	RESOLVED	cli-external-orchestration	0.333264	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	delegate-to-devin	RESOLVED	cli-external-orchestration	0.336759	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	devin subagent	RESOLVED	cli-external-orchestration	0.230006	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	devin cloud handoff	RESOLVED	cli-external-orchestration	0.325482	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	swe-1.7 dispatch	NO_RECOMMENDATION				ROUTE	cli-devin		0
cli-external-orchestration	pi json event stream	RESOLVED	cli-external-orchestration	0.256604	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi rpc integration	RESOLVED	cli-external-orchestration	0.140675	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi community package	RESOLVED	cli-external-orchestration	0.139728	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	cli pi	RESOLVED	cli-external-orchestration	0.658193	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	parallel opencode session	RESOLVED	cli-external-orchestration	0.459361	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	detached opencode session	RESOLVED	cli-external-orchestration	0.460411	cli-opencode	ROUTE	cli-opencode	compiled	0
