hub	signal	bucket	top	score	targets	engine_bucket	engine_targets	served
mcp-tooling	capture browser screenshots	WRONG_HUB	sk-code	0.666147		ROUTE	mcp-chrome-devtools	compiled
mcp-tooling	inspect network requests	RESOLVED	mcp-tooling	0.259812	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled
mcp-tooling	mcp-chrome-devtools	RESOLVED	mcp-tooling	0.846773	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled
mcp-tooling	mcp chrome devtools	RESOLVED	mcp-tooling	0.846773	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled
mcp-tooling	chrome-devtools	RESOLVED	mcp-tooling	0.727657	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled
mcp-tooling	cdp	RESOLVED	mcp-tooling	0.456322	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled
mcp-tooling	mcp-click-up	RESOLVED	mcp-tooling	0.744292	mcp-click-up	ROUTE	mcp-click-up	compiled
mcp-tooling	mark task done	RESOLVED	mcp-tooling	0.387795	mcp-click-up	ROUTE	mcp-click-up	compiled
mcp-tooling	mcp-figma	RESOLVED	mcp-tooling	0.698945	mcp-figma	ROUTE	mcp-figma	compiled
mcp-tooling	extract design.md	RESOLVED	mcp-tooling	0.73248	mcp-figma	ROUTE	mcp-figma	compiled
mcp-tooling	aside browser task	RESOLVED	mcp-tooling	0.807795	mcp-aside-devtools	ROUTE	mcp-aside-devtools	compiled
mcp-tooling	aside repl evidence	RESOLVED	mcp-tooling	0.714462	mcp-aside-devtools	ROUTE	mcp-aside-devtools	compiled
mcp-tooling	agentic browser automation	RESOLVED	mcp-tooling	0.807795	mcp-aside-devtools	ROUTE	mcp-aside-devtools	compiled
mcp-tooling	refero design reference	RESOLVED	mcp-tooling	0.825813	mcp-refero	ROUTE	mcp-refero	compiled
mcp-tooling	real app screen search	RESOLVED	mcp-tooling	0.395217	mcp-refero	ROUTE	mcp-refero	compiled
mcp-tooling	mobbin app research	RESOLVED	mcp-tooling	0.807795	mcp-mobbin	ROUTE	mcp-mobbin	compiled
mcp-tooling	real app ux patterns	RESOLVED	mcp-tooling	0.301287	mcp-mobbin	ROUTE	mcp-mobbin	compiled
mcp-tooling	mcp-notion	RESOLVED	mcp-tooling	0.744292	mcp-notion	ROUTE	mcp-notion	compiled
mcp-tooling	query notion database	RESOLVED	mcp-tooling	0.824478	mcp-notion	ROUTE	mcp-notion	compiled
mcp-tooling	notion markdown round-trip	RESOLVED	mcp-tooling	0.667795	mcp-notion	ROUTE	mcp-notion	compiled
mcp-tooling	mcp-magicpath	NO_RECOMMENDATION				ROUTE	mcp-magicpath	compiled
mcp-tooling	magicpath	NO_RECOMMENDATION				ROUTE	mcp-magicpath	compiled
mcp-tooling	magicpath ai	NO_RECOMMENDATION				ROUTE	mcp-magicpath	compiled
mcp-tooling	magicpath component	RESOLVED	mcp-tooling	0.294462	mcp-magicpath	ROUTE	mcp-magicpath	compiled
mcp-tooling	magicpath canvas	NO_RECOMMENDATION				ROUTE	mcp-magicpath	compiled
cli-external-orchestration	opencode cli	RESOLVED	cli-external-orchestration	0.780065	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	opencode run	RESOLVED	cli-external-orchestration	0.787697	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	delegate to opencode	RESOLVED	cli-external-orchestration	0.788766	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	parallel detached session	RESOLVED	cli-external-orchestration	0.85285	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	spec kit runtime	RESOLVED	cli-external-orchestration	0.888775	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	claude code	RESOLVED	cli-external-orchestration	0.752304	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	claude cli	RESOLVED	cli-external-orchestration	0.760771	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	delegate to claude	RESOLVED	cli-external-orchestration	0.759492	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	codex cli	RESOLVED	cli-external-orchestration	0.760328	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	codex exec	RESOLVED	cli-external-orchestration	0.749657	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	delegate to codex	RESOLVED	cli-external-orchestration	0.760892	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	openai cli second opinion	RESOLVED	cli-external-orchestration	0.841916	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	cli-codex	RESOLVED	cli-external-orchestration	0.761458	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	cursor cli	RESOLVED	cli-external-orchestration	0.753126	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	cursor agent	RESOLVED	cli-external-orchestration	0.65559	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	delegate to cursor	RESOLVED	cli-external-orchestration	0.761336	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	composer	RESOLVED	cli-external-orchestration	0.655937	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	cli-cursor	RESOLVED	cli-external-orchestration	0.753767	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	devin cli	RESOLVED	cli-external-orchestration	0.746731	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	delegate to devin	RESOLVED	cli-external-orchestration	0.757304	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	cognition cli second opinion	RESOLVED	cli-external-orchestration	0.844206	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	devin handoff	RESOLVED	cli-external-orchestration	0.683396	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	cli-devin	RESOLVED	cli-external-orchestration	0.750659	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	pi cli	RESOLVED	cli-external-orchestration	0.659056	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	pi agent	RESOLVED	cli-external-orchestration	0.561464	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	delegate to pi	RESOLVED	cli-external-orchestration	0.648581	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	pi.dev cli	RESOLVED	cli-external-orchestration	0.764337	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	pi coding agent	RESOLVED	cli-external-orchestration	0.637824	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	cli-pi	RESOLVED	cli-external-orchestration	0.659247	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	cli-external-orchestration	DEFERRED	cli-external-orchestration	0.863336		DEFER		compiled
cli-external-orchestration	cli dispatch	DEFERRED	cli-external-orchestration	0.348005		DEFER		compiled
cli-external-orchestration	cross-ai delegation	DEFERRED	cli-external-orchestration	0.717936		DEFER		compiled
cli-external-orchestration	executor delegation	DEFERRED	cli-external-orchestration	0.700817		DEFER		compiled
cli-external-orchestration	opencode cli orchestration	RESOLVED	cli-external-orchestration	0.882568	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	full plugin runtime dispatch	RESOLVED	cli-external-orchestration	0.310651	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	in-opencode parallel session	RESOLVED	cli-external-orchestration	0.460641	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	cross-ai handback opencode	RESOLVED	cli-external-orchestration	0.744295	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	ablation suite opencode	RESOLVED	cli-external-orchestration	0.261423	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	worker farm opencode	RESOLVED	cli-external-orchestration	0.263946	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	cli-opencode	RESOLVED	cli-external-orchestration	0.73042	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	cli opencode	RESOLVED	cli-external-orchestration	0.730584	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	claude code cli orchestration	RESOLVED	cli-external-orchestration	0.876434	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	delegate to claude code	RESOLVED	cli-external-orchestration	0.866599	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	anthropic cli second opinion	RESOLVED	cli-external-orchestration	0.349893	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	structured claude code output	RESOLVED	cli-external-orchestration	0.72683	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	cli-claude-code	RESOLVED	cli-external-orchestration	0.872527	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	cli claude code	RESOLVED	cli-external-orchestration	0.872228	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	claude-code	RESOLVED	cli-external-orchestration	0.702107	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	claude-cli	RESOLVED	cli-external-orchestration	0.710964	cli-claude-code	ROUTE	cli-claude-code	compiled
cli-external-orchestration	cli codex	RESOLVED	cli-external-orchestration	0.761026	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	codex cli orchestration	RESOLVED	cli-external-orchestration	0.862492	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	openai coding agent	RESOLVED	cli-external-orchestration	0.328043	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	codex web search	RESOLVED	cli-external-orchestration	0.388291	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	codex diff review	WRONG_HUB	sk-code	0.793737		ROUTE	cli-codex	compiled
cli-external-orchestration	codex sandbox	RESOLVED	cli-external-orchestration	0.234785	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	gpt codex dispatch	RESOLVED	cli-external-orchestration	0.331367	cli-codex	ROUTE	cli-codex	compiled
cli-external-orchestration	cli cursor	RESOLVED	cli-external-orchestration	0.753653	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	cursor composer	RESOLVED	cli-external-orchestration	0.749357	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	cursor plan mode	RESOLVED	cli-external-orchestration	0.354527	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	cursor ask mode	RESOLVED	cli-external-orchestration	0.332673	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	cursor worktree	RESOLVED	cli-external-orchestration	0.238281	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	cursor cloud worker	RESOLVED	cli-external-orchestration	0.235807	cli-cursor	ROUTE	cli-cursor	compiled
cli-external-orchestration	cli devin	RESOLVED	cli-external-orchestration	0.748552	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	devin-handoff	RESOLVED	cli-external-orchestration	0.315549	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	cognition-cli	RESOLVED	cli-external-orchestration	0.333706	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	delegate-to-devin	RESOLVED	cli-external-orchestration	0.337201	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	devin subagent	RESOLVED	cli-external-orchestration	0.230448	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	devin cloud handoff	RESOLVED	cli-external-orchestration	0.325925	cli-devin	ROUTE	cli-devin	compiled
cli-external-orchestration	swe-1.7 dispatch	NO_RECOMMENDATION				ROUTE	cli-devin	compiled
cli-external-orchestration	pi json event stream	RESOLVED	cli-external-orchestration	0.257046	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	pi rpc integration	RESOLVED	cli-external-orchestration	0.141117	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	pi community package	RESOLVED	cli-external-orchestration	0.14017	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	cli pi	RESOLVED	cli-external-orchestration	0.658635	cli-pi	ROUTE	cli-pi	compiled
cli-external-orchestration	parallel opencode session	RESOLVED	cli-external-orchestration	0.459803	cli-opencode	ROUTE	cli-opencode	compiled
cli-external-orchestration	detached opencode session	RESOLVED	cli-external-orchestration	0.460853	cli-opencode	ROUTE	cli-opencode	compiled
system-deep-loop	deep loop workflow	DEFERRED	system-deep-loop	0.7557		DEFER		compiled
system-deep-loop	deep-research	RESOLVED	system-deep-loop	0.680353	research	ROUTE	research	compiled
system-deep-loop	deep-review	WRONG_HUB	sk-design	0.297092		ROUTE	review	compiled
system-deep-loop	deep-ai-council	RESOLVED	system-deep-loop	0.68711	ai-council	ROUTE	ai-council	compiled
system-deep-loop	deep-improvement	RESOLVED	system-deep-loop	0.680353	agent-improvement	ROUTE	agent-improvement	compiled
system-deep-loop	research loop	RESOLVED	system-deep-loop	0.773686	research	ROUTE	research	compiled
system-deep-loop	iterative review loop	RESOLVED	system-deep-loop	0.811643	review	ROUTE	review	compiled
system-deep-loop	deep-review wave	RESOLVED	system-deep-loop	0.811643	review	ROUTE	review	compiled
system-deep-loop	release readiness	RESOLVED	system-deep-loop	0.784086	review	ROUTE	review	compiled
system-deep-loop	ai council deliberation	RESOLVED	system-deep-loop	0.780443	ai-council	ROUTE	ai-council	compiled
system-deep-loop	agent improvement benchmark	RESOLVED	system-deep-loop	0.68711	agent-improvement	ROUTE	agent-improvement	compiled
system-deep-loop	system-deep-loop	DEFERRED	system-deep-loop	0.799943		DEFER		compiled
system-deep-loop	deep-loop-workflows	DEFERRED	system-deep-loop	0.67871		DEFER		compiled
system-deep-loop	deep loop workflows	DEFERRED	system-deep-loop	0.67871		DEFER		compiled
system-deep-loop	deep research	RESOLVED	system-deep-loop	0.773686	research	ROUTE	research	compiled
system-deep-loop	iterative investigation workflow	RESOLVED	system-deep-loop	0.28661	research	ROUTE	research	compiled
system-deep-loop	autoresearch	RESOLVED	system-deep-loop	0.438817	research	ROUTE	research	compiled
system-deep-loop	deep review	RESOLVED	system-deep-loop	0.804886	review	ROUTE	review	compiled
system-deep-loop	review loop	RESOLVED	system-deep-loop	0.804886	review	ROUTE	review	compiled
system-deep-loop	severity weighted findings	WRONG_HUB	sk-code	0.534068		ROUTE	review	compiled
system-deep-loop	convergence review	RESOLVED	system-deep-loop	0.741886	review	ROUTE	review	compiled
system-deep-loop	multi-seat planning council	RESOLVED	system-deep-loop	0.780444	ai-council	ROUTE	ai-council	compiled
system-deep-loop	council convergence	RESOLVED	system-deep-loop	0.638353	ai-council	ROUTE	ai-council	compiled
system-deep-loop	improve agent	NO_RECOMMENDATION				ROUTE	agent-improvement	compiled
system-deep-loop	evaluate agent	NO_RECOMMENDATION				ROUTE	agent-improvement	compiled
system-deep-loop	score agent candidate	NO_RECOMMENDATION				ROUTE	agent-improvement	compiled
system-deep-loop	agent-improvement	RESOLVED	system-deep-loop	0.543377	agent-improvement	ROUTE	agent-improvement	compiled
system-deep-loop	model benchmark	WRONG_HUB	deep-model-benchmark	0.606667		ROUTE	model-benchmark	compiled
system-deep-loop	benchmark a model or prompt framework	WRONG_HUB	sk-prompt	0.873329		ROUTE	model-benchmark	compiled
system-deep-loop	skill benchmark	RESOLVED	system-deep-loop	0.566664	skill-benchmark	ROUTE	skill-benchmark	compiled
