hub	signal	bucket	top	score	targets	engine_bucket	engine_targets	served	exit
mcp-tooling	markdown notes	RESOLVED	mcp-tooling	0.739726	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	vault search	RESOLVED	mcp-tooling	0.615758	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	daily note	RESOLVED	mcp-tooling	0.596106	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	knowledge base	RESOLVED	mcp-tooling	0.595384	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	notion	RESOLVED	mcp-tooling	0.647231	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion mcp	RESOLVED	mcp-tooling	0.776694	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion api	RESOLVED	mcp-tooling	0.752358	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion database	RESOLVED	mcp-tooling	0.741788	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion data source	RESOLVED	mcp-tooling	0.840784	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion page	RESOLVED	mcp-tooling	0.7431	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	query notion	RESOLVED	mcp-tooling	0.755946	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion property	RESOLVED	mcp-tooling	0.740045	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion relation	RESOLVED	mcp-tooling	0.740651	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion rollup	RESOLVED	mcp-tooling	0.741392	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion formula	RESOLVED	mcp-tooling	0.738804	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion token	RESOLVED	mcp-tooling	0.748416	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	ntn_	RESOLVED	mcp-tooling	0.539077	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion markdown	RESOLVED	mcp-tooling	0.749751	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	iconic	RESOLVED	mcp-tooling	0.644076	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	iconic rulebook	RESOLVED	mcp-tooling	0.739529	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	icon rules	RESOLVED	mcp-tooling	0.733291	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	icon automation	RESOLVED	mcp-tooling	0.742121	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	file icons	RESOLVED	mcp-tooling	0.730585	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	folder icons	RESOLVED	mcp-tooling	0.731905	mcp-obsidian	ROUTE	mcp-obsidian	compiled	0
mcp-tooling	mcp-tooling	DEFERRED	mcp-tooling	0.780246		DEFER		compiled	0
mcp-tooling	mcp tool bridge	WRONG_HUB	mcp-code-mode	0.692493		DEFER		legacy	0
mcp-tooling	chrome devtools orchestration	RESOLVED	mcp-tooling	0.856078	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	browser debugger cli routing	RESOLVED	mcp-tooling	0.848779	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	capture browser screenshots	WRONG_HUB	sk-code	0.691494	sk-code-webflow	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	inspect network requests	RESOLVED	mcp-tooling	0.284188	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	mcp-chrome-devtools	RESOLVED	mcp-tooling	0.882245	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	mcp chrome devtools	RESOLVED	mcp-tooling	0.881081	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	chrome-devtools	RESOLVED	mcp-tooling	0.757086	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	cdp	RESOLVED	mcp-tooling	0.480294	mcp-chrome-devtools	ROUTE	mcp-chrome-devtools	compiled	0
mcp-tooling	mcp-click-up	RESOLVED	mcp-tooling	0.777912	mcp-click-up	ROUTE	mcp-click-up	compiled	0
mcp-tooling	mark task done	RESOLVED	mcp-tooling	0.41243	mcp-click-up	ROUTE	mcp-click-up	compiled	0
mcp-tooling	mcp-figma	RESOLVED	mcp-tooling	0.72832	mcp-figma	ROUTE	mcp-figma	compiled	0
mcp-tooling	extract design.md	RESOLVED	mcp-tooling	0.75821	mcp-figma	ROUTE	mcp-figma	compiled	0
mcp-tooling	aside browser task	RESOLVED	mcp-tooling	0.834346	mcp-aside-devtools	ROUTE	mcp-aside-devtools	compiled	0
mcp-tooling	aside repl evidence	RESOLVED	mcp-tooling	0.738577	mcp-aside-devtools	ROUTE	mcp-aside-devtools	compiled	0
mcp-tooling	agentic browser automation	RESOLVED	mcp-tooling	0.833969	mcp-aside-devtools	ROUTE	mcp-aside-devtools	compiled	0
mcp-tooling	refero design reference	RESOLVED	mcp-tooling	0.852134	mcp-refero	ROUTE	mcp-refero	compiled	0
mcp-tooling	real app screen search	RESOLVED	mcp-tooling	0.416018	mcp-refero	ROUTE	mcp-refero	compiled	0
mcp-tooling	mobbin app research	RESOLVED	mcp-tooling	0.831116	mcp-mobbin	ROUTE	mcp-mobbin	compiled	0
mcp-tooling	real app ux patterns	RESOLVED	mcp-tooling	0.327079	mcp-mobbin	ROUTE	mcp-mobbin	compiled	0
mcp-tooling	mcp-notion	RESOLVED	mcp-tooling	0.776566	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	query notion database	RESOLVED	mcp-tooling	0.851148	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	notion markdown round-trip	RESOLVED	mcp-tooling	0.696764	mcp-notion	ROUTE	mcp-notion	compiled	0
mcp-tooling	mcp-magicpath	NO_RECOMMENDATION				ROUTE	mcp-magicpath		0
mcp-tooling	magicpath component	RESOLVED	mcp-tooling	0.618051	mcp-magicpath	ROUTE	mcp-magicpath	compiled	0
system-deep-loop	deep loop workflow	DEFERRED	system-deep-loop	0.776825		DEFER		compiled	0
system-deep-loop	deep-research	RESOLVED	system-deep-loop	0.707476	research	ROUTE	research	compiled	0
system-deep-loop	deep-review	WRONG_HUB	sk-design	0.321051		ROUTE	review	legacy	0
system-deep-loop	deep-ai-council	RESOLVED	system-deep-loop	0.714854	ai-council	ROUTE	ai-council	compiled	0
system-deep-loop	deep-improvement	RESOLVED	system-deep-loop	0.706456	agent-improvement	ROUTE	agent-improvement	compiled	0
system-deep-loop	research loop	RESOLVED	system-deep-loop	0.801789	research	ROUTE	research	compiled	0
system-deep-loop	iterative review loop	RESOLVED	system-deep-loop	0.837168	review	ROUTE	review	compiled	0
system-deep-loop	deep-review wave	RESOLVED	system-deep-loop	0.835601	review	ROUTE	review	compiled	0
system-deep-loop	release readiness	RESOLVED	system-deep-loop	0.809076	review	ROUTE	review	compiled	0
system-deep-loop	ai council deliberation	RESOLVED	system-deep-loop	0.810821	ai-council	ROUTE	ai-council	compiled	0
system-deep-loop	agent improvement benchmark	RESOLVED	system-deep-loop	0.714859	agent-improvement	ROUTE	agent-improvement	compiled	0
system-deep-loop	evaluate agent	RESOLVED	system-deep-loop	0.551661	agent-improvement	ROUTE	agent-improvement	compiled	0
system-deep-loop	system-deep-loop	DEFERRED	system-deep-loop	0.821709		DEFER		compiled	0
system-deep-loop	deep-loop-workflows	DEFERRED	system-deep-loop	0.701605		DEFER		compiled	0
system-deep-loop	deep loop workflows	DEFERRED	system-deep-loop	0.700891		DEFER		compiled	0
system-deep-loop	deep research	RESOLVED	system-deep-loop	0.800308	research	ROUTE	research	compiled	0
system-deep-loop	iterative investigation workflow	RESOLVED	system-deep-loop	0.311474	research	ROUTE	research	compiled	0
system-deep-loop	autoresearch	RESOLVED	system-deep-loop	0.465031	research	ROUTE	research	compiled	0
system-deep-loop	deep review	RESOLVED	system-deep-loop	0.826872	review	ROUTE	review	compiled	0
system-deep-loop	review loop	RESOLVED	system-deep-loop	0.831252	review	ROUTE	review	compiled	0
system-deep-loop	severity weighted findings	WRONG_HUB	sk-code	0.560835	sk-code-review	ROUTE	review	compiled	0
system-deep-loop	convergence review	RESOLVED	system-deep-loop	0.764952	review	ROUTE	review	compiled	0
system-deep-loop	multi-seat planning council	RESOLVED	system-deep-loop	0.806292	ai-council	ROUTE	ai-council	compiled	0
system-deep-loop	council convergence	RESOLVED	system-deep-loop	0.662439	ai-council	ROUTE	ai-council	compiled	0
system-deep-loop	improve agent	NO_RECOMMENDATION				ROUTE	agent-improvement		0
system-deep-loop	score agent candidate	NO_RECOMMENDATION				ROUTE	agent-improvement		0
system-deep-loop	agent-improvement	RESOLVED	system-deep-loop	0.572469	agent-improvement	ROUTE	agent-improvement	compiled	0
system-deep-loop	model benchmark	WRONG_HUB	deep-model-benchmark	0.606667		ROUTE	model-benchmark	legacy	0
system-deep-loop	skill benchmark	RESOLVED	system-deep-loop	0.590212	skill-benchmark	ROUTE	skill-benchmark	compiled	0
cli-external-orchestration	opencode cli	RESOLVED	cli-external-orchestration	0.779619	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	opencode run	RESOLVED	cli-external-orchestration	0.787253	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	delegate to opencode	RESOLVED	cli-external-orchestration	0.788322	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	parallel detached session	RESOLVED	cli-external-orchestration	0.852406	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	spec kit runtime	RESOLVED	cli-external-orchestration	0.888329	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	claude code	RESOLVED	cli-external-orchestration	0.751896	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	claude cli	RESOLVED	cli-external-orchestration	0.760279	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	delegate to claude	RESOLVED	cli-external-orchestration	0.759047	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	codex cli	RESOLVED	cli-external-orchestration	0.759882	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex exec	RESOLVED	cli-external-orchestration	0.749212	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	delegate to codex	RESOLVED	cli-external-orchestration	0.760446	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	openai cli second opinion	RESOLVED	cli-external-orchestration	0.84147	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	cli-codex	RESOLVED	cli-external-orchestration	0.761012	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	cursor cli	RESOLVED	cli-external-orchestration	0.75268	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor agent	RESOLVED	cli-external-orchestration	0.655145	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	delegate to cursor	RESOLVED	cli-external-orchestration	0.76089	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	composer	RESOLVED	cli-external-orchestration	0.655491	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cli-cursor	RESOLVED	cli-external-orchestration	0.753322	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	devin cli	RESOLVED	cli-external-orchestration	0.746285	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	delegate to devin	RESOLVED	cli-external-orchestration	0.756859	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	cognition cli second opinion	RESOLVED	cli-external-orchestration	0.84376	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	devin handoff	RESOLVED	cli-external-orchestration	0.682988	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	cli-devin	RESOLVED	cli-external-orchestration	0.750213	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	swe-1.7 dispatch	RESOLVED	cli-external-orchestration	0.754593	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	pi cli	RESOLVED	cli-external-orchestration	0.658611	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi agent	RESOLVED	cli-external-orchestration	0.561018	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	delegate to pi	RESOLVED	cli-external-orchestration	0.648202	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi.dev cli	RESOLVED	cli-external-orchestration	0.763893	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi coding agent	RESOLVED	cli-external-orchestration	0.637446	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	cli-pi	RESOLVED	cli-external-orchestration	0.658803	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	cli-external-orchestration	DEFERRED	cli-external-orchestration	0.862892		DEFER		compiled	0
cli-external-orchestration	cli dispatch	DEFERRED	cli-external-orchestration	0.347561		DEFER		compiled	0
cli-external-orchestration	cross-ai delegation	DEFERRED	cli-external-orchestration	0.71749		DEFER		compiled	0
cli-external-orchestration	executor delegation	DEFERRED	cli-external-orchestration	0.700372		DEFER		compiled	0
cli-external-orchestration	opencode cli orchestration	RESOLVED	cli-external-orchestration	0.882086	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	full plugin runtime dispatch	RESOLVED	cli-external-orchestration	0.310179	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	in-opencode parallel session	RESOLVED	cli-external-orchestration	0.460197	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	cross-ai handback opencode	RESOLVED	cli-external-orchestration	0.743849	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	ablation suite opencode	RESOLVED	cli-external-orchestration	0.260978	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	worker farm opencode	RESOLVED	cli-external-orchestration	0.2635	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	cli-opencode	RESOLVED	cli-external-orchestration	0.729974	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	cli opencode	RESOLVED	cli-external-orchestration	0.730138	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	claude code cli orchestration	RESOLVED	cli-external-orchestration	0.875917	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	delegate to claude code	RESOLVED	cli-external-orchestration	0.866153	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	anthropic cli second opinion	RESOLVED	cli-external-orchestration	0.349448	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	structured claude code output	RESOLVED	cli-external-orchestration	0.726385	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	cli-claude-code	RESOLVED	cli-external-orchestration	0.871983	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	cli claude code	RESOLVED	cli-external-orchestration	0.871684	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	claude-code	RESOLVED	cli-external-orchestration	0.701699	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	claude-cli	RESOLVED	cli-external-orchestration	0.710473	cli-claude-code	ROUTE	cli-claude-code	compiled	0
cli-external-orchestration	cli codex	RESOLVED	cli-external-orchestration	0.76058	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex cli orchestration	RESOLVED	cli-external-orchestration	0.86201	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	openai coding agent	RESOLVED	cli-external-orchestration	0.327598	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex web search	RESOLVED	cli-external-orchestration	0.387846	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex diff review	WRONG_HUB	sk-code	0.817481	sk-code-review	ROUTE	cli-codex	compiled	0
cli-external-orchestration	codex sandbox	RESOLVED	cli-external-orchestration	0.23434	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	gpt codex dispatch	RESOLVED	cli-external-orchestration	0.330922	cli-codex	ROUTE	cli-codex	compiled	0
cli-external-orchestration	cli cursor	RESOLVED	cli-external-orchestration	0.753208	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor composer	RESOLVED	cli-external-orchestration	0.748912	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor plan mode	RESOLVED	cli-external-orchestration	0.354082	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor ask mode	RESOLVED	cli-external-orchestration	0.332228	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor worktree	RESOLVED	cli-external-orchestration	0.237836	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cursor cloud worker	RESOLVED	cli-external-orchestration	0.235362	cli-cursor	ROUTE	cli-cursor	compiled	0
cli-external-orchestration	cli devin	RESOLVED	cli-external-orchestration	0.748107	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	devin-handoff	RESOLVED	cli-external-orchestration	0.315141	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	cognition-cli	RESOLVED	cli-external-orchestration	0.333261	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	delegate-to-devin	RESOLVED	cli-external-orchestration	0.336755	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	devin subagent	RESOLVED	cli-external-orchestration	0.230003	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	devin cloud handoff	RESOLVED	cli-external-orchestration	0.325479	cli-devin	ROUTE	cli-devin	compiled	0
cli-external-orchestration	pi json event stream	RESOLVED	cli-external-orchestration	0.256601	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi rpc integration	RESOLVED	cli-external-orchestration	0.140671	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	pi community package	RESOLVED	cli-external-orchestration	0.139725	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	cli pi	RESOLVED	cli-external-orchestration	0.65819	cli-pi	ROUTE	cli-pi	compiled	0
cli-external-orchestration	parallel opencode session	RESOLVED	cli-external-orchestration	0.459358	cli-opencode	ROUTE	cli-opencode	compiled	0
cli-external-orchestration	detached opencode session	RESOLVED	cli-external-orchestration	0.460408	cli-opencode	ROUTE	cli-opencode	compiled	0
