section	link	raw	into_opencode	resolved	raw_keep_compat	raw_no_compat	dangling	origin	class
codex	.codex/hooks/user-prompt-submit.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/user-prompt-submit.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/user-prompt-submit.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/codex/user-prompt-submit.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/codex/user-prompt-submit.js	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/hooks/worktree-guard.sh	../../.opencode/bin/worktree-guard.sh	yes	.opencode/bin/worktree-guard.sh	../../.opencode/bin/worktree-guard.sh	../../.skilled/bin/worktree-guard.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .codex/hooks.json)	regenerate
codex	.codex/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-codex/manual-testing-playbook	yes	.opencode/skills/cli-external-orchestration/cli-codex/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-codex/manual-testing-playbook	../.skilled/skills/cli-external-orchestration/cli-codex/manual-testing-playbook	no	hand-made whole-directory link (documented .codex/SYNC.md surface table; no generator found)	mechanical
cursor	.cursor/agents/ai-council.md	../../.claude/agents/ai-council.md	no	.claude/agents/ai-council.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/code.md	../../.claude/agents/code.md	no	.claude/agents/code.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/context.md	../../.claude/agents/context.md	no	.claude/agents/context.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/debug.md	../../.claude/agents/debug.md	no	.claude/agents/debug.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/deep-improvement.md	../../.claude/agents/deep-improvement.md	no	.claude/agents/deep-improvement.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/deep-research.md	../../.claude/agents/deep-research.md	no	.claude/agents/deep-research.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/deep-review.md	../../.claude/agents/deep-review.md	no	.claude/agents/deep-review.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/design.md	../../.claude/agents/design.md	no	.claude/agents/design.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/markdown.md	../../.claude/agents/markdown.md	no	.claude/agents/markdown.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/orchestrate.md	../../.claude/agents/orchestrate.md	no	.claude/agents/orchestrate.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/prompt-improver.md	../../.claude/agents/prompt-improver.md	no	.claude/agents/prompt-improver.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/agents/review.md	../../.claude/agents/review.md	no	.claude/agents/review.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (listAgentNames over .claude/agents)	none
cursor	.cursor/commands/agent-router.md	../../.opencode/commands/agent-router.md	yes	.opencode/commands/agent-router.md	../../.opencode/commands/agent-router.md	../../.skilled/commands/agent-router.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-agent.md	../../.opencode/commands/create/agent.md	yes	.opencode/commands/create/agent.md	../../.opencode/commands/create/agent.md	../../.skilled/commands/create/agent.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-benchmark.md	../../.opencode/commands/create/benchmark.md	yes	.opencode/commands/create/benchmark.md	../../.opencode/commands/create/benchmark.md	../../.skilled/commands/create/benchmark.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-changelog.md	../../.opencode/commands/create/changelog.md	yes	.opencode/commands/create/changelog.md	../../.opencode/commands/create/changelog.md	../../.skilled/commands/create/changelog.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-command.md	../../.opencode/commands/create/command.md	yes	.opencode/commands/create/command.md	../../.opencode/commands/create/command.md	../../.skilled/commands/create/command.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-diff.md	../../.opencode/commands/create/diff.md	yes	.opencode/commands/create/diff.md	../../.opencode/commands/create/diff.md	../../.skilled/commands/create/diff.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-feature-catalog.md	../../.opencode/commands/create/feature-catalog.md	yes	.opencode/commands/create/feature-catalog.md	../../.opencode/commands/create/feature-catalog.md	../../.skilled/commands/create/feature-catalog.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-manual-testing-playbook.md	../../.opencode/commands/create/manual-testing-playbook.md	yes	.opencode/commands/create/manual-testing-playbook.md	../../.opencode/commands/create/manual-testing-playbook.md	../../.skilled/commands/create/manual-testing-playbook.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-readme.md	../../.opencode/commands/create/readme.md	yes	.opencode/commands/create/readme.md	../../.opencode/commands/create/readme.md	../../.skilled/commands/create/readme.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-repo-rule.md	../../.opencode/commands/create/repo-rule.md	yes	.opencode/commands/create/repo-rule.md	../../.opencode/commands/create/repo-rule.md	../../.skilled/commands/create/repo-rule.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-skill-parent.md	../../.opencode/commands/create/skill-parent.md	yes	.opencode/commands/create/skill-parent.md	../../.opencode/commands/create/skill-parent.md	../../.skilled/commands/create/skill-parent.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-skill.md	../../.opencode/commands/create/skill.md	yes	.opencode/commands/create/skill.md	../../.opencode/commands/create/skill.md	../../.skilled/commands/create/skill.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/create-with-human-voice.md	../../.opencode/commands/create/with-human-voice.md	yes	.opencode/commands/create/with-human-voice.md	../../.opencode/commands/create/with-human-voice.md	../../.skilled/commands/create/with-human-voice.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/deep-agent-improvement.md	../../.opencode/commands/deep/agent-improvement.md	yes	.opencode/commands/deep/agent-improvement.md	../../.opencode/commands/deep/agent-improvement.md	../../.skilled/commands/deep/agent-improvement.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/deep-ai-council.md	../../.opencode/commands/deep/ai-council.md	yes	.opencode/commands/deep/ai-council.md	../../.opencode/commands/deep/ai-council.md	../../.skilled/commands/deep/ai-council.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/deep-model-benchmark.md	../../.opencode/commands/deep/model-benchmark.md	yes	.opencode/commands/deep/model-benchmark.md	../../.opencode/commands/deep/model-benchmark.md	../../.skilled/commands/deep/model-benchmark.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/deep-research.md	../../.opencode/commands/deep/research.md	yes	.opencode/commands/deep/research.md	../../.opencode/commands/deep/research.md	../../.skilled/commands/deep/research.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/deep-review.md	../../.opencode/commands/deep/review.md	yes	.opencode/commands/deep/review.md	../../.opencode/commands/deep/review.md	../../.skilled/commands/deep/review.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/design-chart.md	../../.opencode/commands/design/chart.md	yes	.opencode/commands/design/chart.md	../../.opencode/commands/design/chart.md	../../.skilled/commands/design/chart.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/design-diagram.md	../../.opencode/commands/design/diagram.md	yes	.opencode/commands/design/diagram.md	../../.opencode/commands/design/diagram.md	../../.skilled/commands/design/diagram.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/design-extract.md	../../.opencode/commands/design/extract.md	yes	.opencode/commands/design/extract.md	../../.opencode/commands/design/extract.md	../../.skilled/commands/design/extract.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/doctor-mcp.md	../../.opencode/commands/doctor/mcp.md	yes	.opencode/commands/doctor/mcp.md	../../.opencode/commands/doctor/mcp.md	../../.skilled/commands/doctor/mcp.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/doctor-speckit.md	../../.opencode/commands/doctor/speckit.md	yes	.opencode/commands/doctor/speckit.md	../../.opencode/commands/doctor/speckit.md	../../.skilled/commands/doctor/speckit.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/doctor-update.md	../../.opencode/commands/doctor/update.md	yes	.opencode/commands/doctor/update.md	../../.opencode/commands/doctor/update.md	../../.skilled/commands/doctor/update.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/prompt-improve.md	../../.opencode/commands/prompt/improve.md	yes	.opencode/commands/prompt/improve.md	../../.opencode/commands/prompt/improve.md	../../.skilled/commands/prompt/improve.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/rewrite-response-by-external-agent.md	../../.opencode/commands/rewrite/response-by-external-agent.md	yes	.opencode/commands/rewrite/response-by-external-agent.md	../../.opencode/commands/rewrite/response-by-external-agent.md	../../.skilled/commands/rewrite/response-by-external-agent.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/rewrite-response.md	../../.opencode/commands/rewrite/response.md	yes	.opencode/commands/rewrite/response.md	../../.opencode/commands/rewrite/response.md	../../.skilled/commands/rewrite/response.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/speckit-complete.md	../../.opencode/commands/speckit/complete.md	yes	.opencode/commands/speckit/complete.md	../../.opencode/commands/speckit/complete.md	../../.skilled/commands/speckit/complete.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/speckit-implement.md	../../.opencode/commands/speckit/implement.md	yes	.opencode/commands/speckit/implement.md	../../.opencode/commands/speckit/implement.md	../../.skilled/commands/speckit/implement.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/speckit-plan.md	../../.opencode/commands/speckit/plan.md	yes	.opencode/commands/speckit/plan.md	../../.opencode/commands/speckit/plan.md	../../.skilled/commands/speckit/plan.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/speckit-resume.md	../../.opencode/commands/speckit/resume.md	yes	.opencode/commands/speckit/resume.md	../../.opencode/commands/speckit/resume.md	../../.skilled/commands/speckit/resume.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/speckit-save.md	../../.opencode/commands/speckit/save.md	yes	.opencode/commands/speckit/save.md	../../.opencode/commands/speckit/save.md	../../.skilled/commands/speckit/save.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/commands/speckit-search.md	../../.opencode/commands/speckit/search.md	yes	.opencode/commands/speckit/search.md	../../.opencode/commands/speckit/search.md	../../.skilled/commands/speckit/search.md	no	generated: sync-runtime-mirrors.cjs L126-134 (flattened command mirrors)	regenerate
cursor	.cursor/hooks/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	yes	.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.skilled/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	yes	.opencode/bin/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	../../.skilled/bin/check-git-hooks.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/cursor/dispatch-preflight-lint.mjs	yes	.opencode/hooks/dispatch/cursor/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/cursor/dispatch-preflight-lint.mjs	../../.skilled/hooks/dispatch/cursor/dispatch-preflight-lint.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/git-preflight-advisory.mjs	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	yes	.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	../../.opencode/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	../../.skilled/skills/sk-git/scripts/hooks/git-preflight-advisory.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/goal-inject.mjs	../../.opencode/hooks/goal/cursor/goal-inject.mjs	yes	.opencode/hooks/goal/cursor/goal-inject.mjs	../../.opencode/hooks/goal/cursor/goal-inject.mjs	../../.skilled/hooks/goal/cursor/goal-inject.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/install-codex-hooks.mjs	../../.opencode/bin/install-codex-hooks.mjs	yes	.opencode/bin/install-codex-hooks.mjs	../../.opencode/bin/install-codex-hooks.mjs	../../.skilled/bin/install-codex-hooks.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/mcp-route-guard.mjs	../../.opencode/hooks/mcp-route-guard/cursor/mcp-route-guard.mjs	yes	.opencode/hooks/mcp-route-guard/cursor/mcp-route-guard.mjs	../../.opencode/hooks/mcp-route-guard/cursor/mcp-route-guard.mjs	../../.skilled/hooks/mcp-route-guard/cursor/mcp-route-guard.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/post-tool-use.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/cursor/post-tool-use.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/precompact.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/precompact.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/precompact.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/precompact.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/cursor/precompact.js	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/session-cleanup.sh	../../.opencode/scripts/session-cleanup.sh	yes	.opencode/scripts/session-cleanup.sh	../../.opencode/scripts/session-cleanup.sh	../../.skilled/scripts/session-cleanup.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/session-end.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-end.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-end.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-end.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/cursor/session-end.js	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/session-start.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-start.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-start.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/session-start.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/cursor/session-start.js	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/spec-gate-classify.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-classify.mjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-classify.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-classify.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-classify.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/spec-gate-enforce.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-enforce.mjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-enforce.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-enforce.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-enforce.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/spec-gate-prebind.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-prebind.mjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-prebind.mjs	../../.opencode/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-prebind.mjs	../../.skilled/skills/system-spec-kit/runtime/hooks/cursor/spec-gate-prebind.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/task-dispatch-guard.mjs	../../.opencode/hooks/task-dispatch/cursor/task-dispatch-guard.mjs	yes	.opencode/hooks/task-dispatch/cursor/task-dispatch-guard.mjs	../../.opencode/hooks/task-dispatch/cursor/task-dispatch-guard.mjs	../../.skilled/hooks/task-dispatch/cursor/task-dispatch-guard.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/user-prompt-submit.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/user-prompt-submit.js	yes	.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/user-prompt-submit.js	../../.opencode/skills/system-spec-kit/runtime/dist/hooks/cursor/user-prompt-submit.js	../../.skilled/skills/system-spec-kit/runtime/dist/hooks/cursor/user-prompt-submit.js	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/hooks/worktree-guard.sh	../../.opencode/bin/worktree-guard.sh	yes	.opencode/bin/worktree-guard.sh	../../.opencode/bin/worktree-guard.sh	../../.skilled/bin/worktree-guard.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .cursor/hooks.json)	regenerate
cursor	.cursor/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook	yes	.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook	../.opencode/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook	../.skilled/skills/cli-external-orchestration/cli-cursor/manual-testing-playbook	no	hand-made whole-directory link (documented .cursor/SYNC.md surface table; no generator found)	mechanical
cursor	.cursor/rules/sk-vision.md	../../.opencode/skills/sk-vision/hooks/cursor/vision-rule.md	yes	.opencode/skills/sk-vision/hooks/cursor/vision-rule.md	../../.opencode/skills/sk-vision/hooks/cursor/vision-rule.md	../../.skilled/skills/sk-vision/hooks/cursor/vision-rule.md	no	hand-made (no generator found; sk-vision install surface)	mechanical
devin	.devin/agents/ai-council/AGENT.md	../../../.claude/agents/ai-council.md	no	.claude/agents/ai-council.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/code/AGENT.md	../../../.claude/agents/code.md	no	.claude/agents/code.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/context/AGENT.md	../../../.claude/agents/context.md	no	.claude/agents/context.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/debug/AGENT.md	../../../.claude/agents/debug.md	no	.claude/agents/debug.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/deep-improvement/AGENT.md	../../../.claude/agents/deep-improvement.md	no	.claude/agents/deep-improvement.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/deep-research/AGENT.md	../../../.claude/agents/deep-research.md	no	.claude/agents/deep-research.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/deep-review/AGENT.md	../../../.claude/agents/deep-review.md	no	.claude/agents/deep-review.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/design/AGENT.md	../../../.claude/agents/design.md	no	.claude/agents/design.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/markdown/AGENT.md	../../../.claude/agents/markdown.md	no	.claude/agents/markdown.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/orchestrate/AGENT.md	../../../.claude/agents/orchestrate.md	no	.claude/agents/orchestrate.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/prompt-improver/AGENT.md	../../../.claude/agents/prompt-improver.md	no	.claude/agents/prompt-improver.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/agents/review/AGENT.md	../../../.claude/agents/review.md	no	.claude/agents/review.md	unchanged (target outside .opencode does not move)	unchanged (target outside .opencode does not move)	no	generated: sync-runtime-mirrors.cjs L120-124 (nested .devin/agents/<name>/AGENT.md)	none
devin	.devin/hooks/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	yes	.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.opencode/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	../../.skilled/skills/sk-code/sk-code-quality/scripts/check-dist-staleness.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .devin/hooks.v1.json)	regenerate
devin	.devin/hooks/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	yes	.opencode/bin/check-git-hooks.sh	../../.opencode/bin/check-git-hooks.sh	../../.skilled/bin/check-git-hooks.sh	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .devin/hooks.v1.json)	regenerate
devin	.devin/hooks/completion-evidence-stop.cjs	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs	yes	.opencode/skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs	../../.opencode/skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs	../../.skilled/skills/system-spec-kit/runtime/hooks/devin/completion-evidence-stop.cjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .devin/hooks.v1.json)	regenerate
devin	.devin/hooks/dispatch-audit-posttooluse.mjs	../../.opencode/hooks/dispatch/devin/dispatch-audit-posttooluse.mjs	yes	.opencode/hooks/dispatch/devin/dispatch-audit-posttooluse.mjs	../../.opencode/hooks/dispatch/devin/dispatch-audit-posttooluse.mjs	../../.skilled/hooks/dispatch/devin/dispatch-audit-posttooluse.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .devin/hooks.v1.json)	regenerate
devin	.devin/hooks/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/devin/dispatch-preflight-lint.mjs	yes	.opencode/hooks/dispatch/devin/dispatch-preflight-lint.mjs	../../.opencode/hooks/dispatch/devin/dispatch-preflight-lint.mjs	../../.skilled/hooks/dispatch/devin/dispatch-preflight-lint.mjs	no	generated: sync-runtime-mirrors.cjs L43-48,L136-140 (hookSourcesFromConfig reads .devin/hooks.v1.json)	regenerate
